"Var1","Var2","value","cancer"
"HTRA2","GRPEL2",0.0166229221347332,"KIRP"
"SPG7","GRPEL2",0.00174978127734033,"KIRP"
"HSCB","GRPEL2",0.00349956255468067,"KIRP"
"DNAJC19","GRPEL2",0.0201224846894138,"KIRP"
"LONP1","GRPEL2",0.010498687664042,"KIRP"
"HSPE1","GRPEL2",0.0174978127734033,"KIRP"
"CLPP","GRPEL2",0.00349956255468067,"KIRP"
"DNAJA3","AFG3L2",0.3167104111986,"KIRP"
"TRAP1","AFG3L2",0.307961504811898,"KIRP"
"HSPA9","AFG3L2",0.294838145231846,"KIRP"
"HSPD1","AFG3L2",0.273840769903762,"KIRP"
"YME1L1","AFG3L2",0.198600174978128,"KIRP"
"CLPX","AFG3L2",0.292213473315836,"KIRP"
"HTRA2","AFG3L2",0.118110236220472,"KIRP"
"SPG7","AFG3L2",0.05249343832021,"KIRP"
"HSCB","AFG3L2",0.00699912510936133,"KIRP"
"DNAJC19","AFG3L2",0.0656167979002625,"KIRP"
"LONP1","AFG3L2",0.137357830271216,"KIRP"
"HSPE1","AFG3L2",0.10498687664042,"KIRP"
"CLPP","AFG3L2",0.078740157480315,"KIRP"
"TRAP1","DNAJA3",0.335958005249344,"KIRP"
"HSPA9","DNAJA3",0.259842519685039,"KIRP"
"HSPD1","DNAJA3",0.274715660542432,"KIRP"
"YME1L1","DNAJA3",0.160979877515311,"KIRP"
"CLPX","DNAJA3",0.236220472440945,"KIRP"
"HTRA2","DNAJA3",0.125984251968504,"KIRP"
"SPG7","DNAJA3",0.0699912510936133,"KIRP"
"HSCB","DNAJA3",0.0113735783027122,"KIRP"
"DNAJC19","DNAJA3",0.05249343832021,"KIRP"
"LONP1","DNAJA3",0.150481189851269,"KIRP"
"HSPE1","DNAJA3",0.114610673665792,"KIRP"
"CLPP","DNAJA3",0.0883639545056868,"KIRP"
"HSPA9","TRAP1",0.255468066491689,"KIRP"
"HSPD1","TRAP1",0.275590551181102,"KIRP"
"YME1L1","TRAP1",0.145231846019248,"KIRP"
"CLPX","TRAP1",0.220472440944882,"KIRP"
"HTRA2","TRAP1",0.140857392825897,"KIRP"
"SPG7","TRAP1",0.0804899387576553,"KIRP"
"HSCB","TRAP1",0.0166229221347332,"KIRP"
"DNAJC19","TRAP1",0.0516185476815398,"KIRP"
"LONP1","TRAP1",0.16010498687664,"KIRP"
"HSPE1","TRAP1",0.129483814523185,"KIRP"
"CLPP","TRAP1",0.10411198600175,"KIRP"
"HSPD1","HSPA9",0.280839895013123,"KIRP"
"YME1L1","HSPA9",0.179352580927384,"KIRP"
"CLPX","HSPA9",0.246719160104987,"KIRP"
"HTRA2","HSPA9",0.0691163604549431,"KIRP"
"SPG7","HSPA9",0.0131233595800525,"KIRP"
"HSCB","HSPA9",0.00174978127734033,"KIRP"
"DNAJC19","HSPA9",0.0542432195975503,"KIRP"
"LONP1","HSPA9",0.142607174103237,"KIRP"
"HSPE1","HSPA9",0.10411198600175,"KIRP"
"CLPP","HSPA9",0.0752405949256343,"KIRP"
"YME1L1","HSPD1",0.148731408573928,"KIRP"
"CLPX","HSPD1",0.21084864391951,"KIRP"
"HTRA2","HSPD1",0.0971128608923885,"KIRP"
"SPG7","HSPD1",0.0323709536307962,"KIRP"
"HSCB","HSPD1",0.00874890638670166,"KIRP"
"DNAJC19","HSPD1",0.0664916885389326,"KIRP"
"LONP1","HSPD1",0.1583552055993,"KIRP"
"HSPE1","HSPD1",0.142607174103237,"KIRP"
"CLPP","HSPD1",0.100612423447069,"KIRP"
"CLPX","YME1L1",0.223097112860892,"KIRP"
"HTRA2","YME1L1",0.036745406824147,"KIRP"
"SPG7","YME1L1",0.00349956255468067,"KIRP"
"HSCB","YME1L1",0,"KIRP"
"DNAJC19","YME1L1",0.0139982502187227,"KIRP"
"LONP1","YME1L1",0.0358705161854768,"KIRP"
"HSPE1","YME1L1",0.0166229221347332,"KIRP"
"CLPP","YME1L1",0.0026246719160105,"KIRP"
"HTRA2","CLPX",0.0769903762029746,"KIRP"
"SPG7","CLPX",0.0174978127734033,"KIRP"
"HSCB","CLPX",0.00174978127734033,"KIRP"
"DNAJC19","CLPX",0.0376202974628171,"KIRP"
"LONP1","CLPX",0.0813648293963255,"KIRP"
"HSPE1","CLPX",0.0481189851268591,"KIRP"
"CLPP","CLPX",0.0279965004374453,"KIRP"
"SPG7","HTRA2",0.123359580052493,"KIRP"
"HSCB","HTRA2",0.062992125984252,"KIRP"
"DNAJC19","HTRA2",0.0507436570428696,"KIRP"
"LONP1","HTRA2",0.0621172353455818,"KIRP"
"HSPE1","HTRA2",0.100612423447069,"KIRP"
"CLPP","HTRA2",0.0761154855643045,"KIRP"
"HSCB","SPG7",0.139982502187227,"KIRP"
"DNAJC19","SPG7",0.0559930008748906,"KIRP"
"LONP1","SPG7",0.0481189851268591,"KIRP"
"HSPE1","SPG7",0.0953630796150481,"KIRP"
"CLPP","SPG7",0.0874890638670166,"KIRP"
"DNAJC19","HSCB",0.0953630796150481,"KIRP"
"LONP1","HSCB",0.0638670166229221,"KIRP"
"HSPE1","HSCB",0.162729658792651,"KIRP"
"CLPP","HSCB",0.164479440069991,"KIRP"
"LONP1","DNAJC19",0.0559930008748906,"KIRP"
"HSPE1","DNAJC19",0.141732283464567,"KIRP"
"CLPP","DNAJC19",0.0953630796150481,"KIRP"
"HSPE1","LONP1",0.182852143482065,"KIRP"
"CLPP","LONP1",0.188101487314086,"KIRP"
"CLPP","HSPE1",0.253718285214348,"KIRP"
"HSPD1","DNAJC19",0.00437445319335083,"LIHC"
"HTRA2","DNAJC19",0.00962379702537183,"LIHC"
"GRPEL2","DNAJC19",0.00437445319335083,"LIHC"
"HSPA9","DNAJC19",0.000874890638670166,"LIHC"
"CLPX","DNAJC19",0.010498687664042,"LIHC"
"YME1L1","DNAJC19",0.0026246719160105,"LIHC"
"AFG3L2","DNAJC19",0.0026246719160105,"LIHC"
"DNAJA3","DNAJC19",0.0026246719160105,"LIHC"
"TRAP1","DNAJC19",0.000874890638670166,"LIHC"
"SPG7","DNAJC19",0,"LIHC"
"LONP1","DNAJC19",0,"LIHC"
"HSCB","DNAJC19",0.00349956255468067,"LIHC"
"HSPE1","DNAJC19",0.0026246719160105,"LIHC"
"CLPP","DNAJC19",0.0026246719160105,"LIHC"
"HTRA2","HSPD1",0.0909886264216973,"LIHC"
"GRPEL2","HSPD1",0.094488188976378,"LIHC"
"HSPA9","HSPD1",0.0183727034120735,"LIHC"
"CLPX","HSPD1",0.010498687664042,"LIHC"
"YME1L1","HSPD1",0.0647419072615923,"LIHC"
"AFG3L2","HSPD1",0.0428696412948381,"LIHC"
"DNAJA3","HSPD1",0.0332458442694663,"LIHC"
"TRAP1","HSPD1",0.0349956255468067,"LIHC"
"SPG7","HSPD1",0,"LIHC"
"LONP1","HSPD1",0.00349956255468067,"LIHC"
"HSCB","HSPD1",0.00437445319335083,"LIHC"
"HSPE1","HSPD1",0.0489938757655293,"LIHC"
"CLPP","HSPD1",0.005249343832021,"LIHC"
"GRPEL2","HTRA2",0.141732283464567,"LIHC"
"HSPA9","HTRA2",0.0113735783027122,"LIHC"
"CLPX","HTRA2",0.010498687664042,"LIHC"
"YME1L1","HTRA2",0.0909886264216973,"LIHC"
"AFG3L2","HTRA2",0.0568678915135608,"LIHC"
"DNAJA3","HTRA2",0.0376202974628171,"LIHC"
"TRAP1","HTRA2",0.0393700787401575,"LIHC"
"SPG7","HTRA2",0.000874890638670166,"LIHC"
"LONP1","HTRA2",0.00349956255468067,"LIHC"
"HSCB","HTRA2",0.0192475940507437,"LIHC"
"HSPE1","HTRA2",0.0568678915135608,"LIHC"
"CLPP","HTRA2",0.0201224846894138,"LIHC"
"HSPA9","GRPEL2",0.020997375328084,"LIHC"
"CLPX","GRPEL2",0.0139982502187227,"LIHC"
"YME1L1","GRPEL2",0.120734908136483,"LIHC"
"AFG3L2","GRPEL2",0.0717410323709536,"LIHC"
"DNAJA3","GRPEL2",0.0384951881014873,"LIHC"
"TRAP1","GRPEL2",0.0288713910761155,"LIHC"
"SPG7","GRPEL2",0.00174978127734033,"LIHC"
"LONP1","GRPEL2",0.00349956255468067,"LIHC"
"HSCB","GRPEL2",0.0113735783027122,"LIHC"
"HSPE1","GRPEL2",0.0516185476815398,"LIHC"
"CLPP","GRPEL2",0.00699912510936133,"LIHC"
"CLPX","HSPA9",0.0174978127734033,"LIHC"
"YME1L1","HSPA9",0.026246719160105,"LIHC"
"AFG3L2","HSPA9",0.031496062992126,"LIHC"
"DNAJA3","HSPA9",0.0288713910761155,"LIHC"
"TRAP1","HSPA9",0.0271216097987752,"LIHC"
"SPG7","HSPA9",0.000874890638670166,"LIHC"
"LONP1","HSPA9",0.00174978127734033,"LIHC"
"HSCB","HSPA9",0,"LIHC"
"HSPE1","HSPA9",0.005249343832021,"LIHC"
"CLPP","HSPA9",0,"LIHC"
"YME1L1","CLPX",0.0533683289588801,"LIHC"
"AFG3L2","CLPX",0.0603674540682415,"LIHC"
"DNAJA3","CLPX",0.0594925634295713,"LIHC"
"TRAP1","CLPX",0.0402449693788276,"LIHC"
"SPG7","CLPX",0.00174978127734033,"LIHC"
"LONP1","CLPX",0,"LIHC"
"HSCB","CLPX",0,"LIHC"
"HSPE1","CLPX",0,"LIHC"
"CLPP","CLPX",0,"LIHC"
"AFG3L2","YME1L1",0.127734033245844,"LIHC"
"DNAJA3","YME1L1",0.0699912510936133,"LIHC"
"TRAP1","YME1L1",0.0542432195975503,"LIHC"
"SPG7","YME1L1",0.0026246719160105,"LIHC"
"LONP1","YME1L1",0,"LIHC"
"HSCB","YME1L1",0,"LIHC"
"HSPE1","YME1L1",0.00699912510936133,"LIHC"
"CLPP","YME1L1",0,"LIHC"
"DNAJA3","AFG3L2",0.0691163604549431,"LIHC"
"TRAP1","AFG3L2",0.057742782152231,"LIHC"
"SPG7","AFG3L2",0,"LIHC"
"LONP1","AFG3L2",0.00174978127734033,"LIHC"
"HSCB","AFG3L2",0,"LIHC"
"HSPE1","AFG3L2",0.000874890638670166,"LIHC"
"CLPP","AFG3L2",0,"LIHC"
"TRAP1","DNAJA3",0.0708661417322835,"LIHC"
"SPG7","DNAJA3",0.00612423447069116,"LIHC"
"LONP1","DNAJA3",0.00349956255468067,"LIHC"
"HSCB","DNAJA3",0,"LIHC"
"HSPE1","DNAJA3",0.000874890638670166,"LIHC"
"CLPP","DNAJA3",0,"LIHC"
"SPG7","TRAP1",0.00349956255468067,"LIHC"
"LONP1","TRAP1",0.000874890638670166,"LIHC"
"HSCB","TRAP1",0,"LIHC"
"HSPE1","TRAP1",0.00349956255468067,"LIHC"
"CLPP","TRAP1",0,"LIHC"
"LONP1","SPG7",0.000874890638670166,"LIHC"
"HSCB","SPG7",0.000874890638670166,"LIHC"
"HSPE1","SPG7",0.0026246719160105,"LIHC"
"CLPP","SPG7",0.00174978127734033,"LIHC"
"HSCB","LONP1",0.0078740157480315,"LIHC"
"HSPE1","LONP1",0.0122484689413823,"LIHC"
"CLPP","LONP1",0.0174978127734033,"LIHC"
"HSPE1","HSCB",0.0769903762029746,"LIHC"
"CLPP","HSCB",0.0778652668416448,"LIHC"
"CLPP","HSPE1",0.0874890638670166,"LIHC"
"HSCB","DNAJC19",0.0026246719160105,"LUAD"
"CLPP","DNAJC19",0.00349956255468067,"LUAD"
"HTRA2","DNAJC19",0.00612423447069116,"LUAD"
"DNAJA3","DNAJC19",0.00174978127734033,"LUAD"
"TRAP1","DNAJC19",0.000874890638670166,"LUAD"
"SPG7","DNAJC19",0,"LUAD"
"LONP1","DNAJC19",0,"LUAD"
"HSPA9","DNAJC19",0.00174978127734033,"LUAD"
"HSPD1","DNAJC19",0.0139982502187227,"LUAD"
"HSPE1","DNAJC19",0.0271216097987752,"LUAD"
"YME1L1","DNAJC19",0.005249343832021,"LUAD"
"GRPEL2","DNAJC19",0.00699912510936133,"LUAD"
"CLPX","DNAJC19",0.00174978127734033,"LUAD"
"AFG3L2","DNAJC19",0.000874890638670166,"LUAD"
"CLPP","HSCB",0.0489938757655293,"LUAD"
"HTRA2","HSCB",0.0271216097987752,"LUAD"
"DNAJA3","HSCB",0.00349956255468067,"LUAD"
"TRAP1","HSCB",0.000874890638670166,"LUAD"
"SPG7","HSCB",0,"LUAD"
"LONP1","HSCB",0.00437445319335083,"LUAD"
"HSPA9","HSCB",0,"LUAD"
"HSPD1","HSCB",0.0183727034120735,"LUAD"
"HSPE1","HSCB",0.0761154855643045,"LUAD"
"YME1L1","HSCB",0,"LUAD"
"GRPEL2","HSCB",0,"LUAD"
"CLPX","HSCB",0,"LUAD"
"AFG3L2","HSCB",0,"LUAD"
"HTRA2","CLPP",0.0507436570428696,"LUAD"
"DNAJA3","CLPP",0.0148731408573928,"LUAD"
"TRAP1","CLPP",0.0078740157480315,"LUAD"
"SPG7","CLPP",0.00174978127734033,"LUAD"
"LONP1","CLPP",0.0236220472440945,"LUAD"
"HSPA9","CLPP",0.00174978127734033,"LUAD"
"HSPD1","CLPP",0.0227471566054243,"LUAD"
"HSPE1","CLPP",0.0743657042869641,"LUAD"
"YME1L1","CLPP",0,"LUAD"
"GRPEL2","CLPP",0,"LUAD"
"CLPX","CLPP",0,"LUAD"
"AFG3L2","CLPP",0,"LUAD"
"DNAJA3","HTRA2",0.0218722659667542,"LUAD"
"TRAP1","HTRA2",0.0174978127734033,"LUAD"
"SPG7","HTRA2",0.00612423447069116,"LUAD"
"LONP1","HTRA2",0.0236220472440945,"LUAD"
"HSPA9","HTRA2",0.00437445319335083,"LUAD"
"HSPD1","HTRA2",0.0498687664041995,"LUAD"
"HSPE1","HTRA2",0.0874890638670166,"LUAD"
"YME1L1","HTRA2",0.0026246719160105,"LUAD"
"GRPEL2","HTRA2",0.00349956255468067,"LUAD"
"CLPX","HTRA2",0,"LUAD"
"AFG3L2","HTRA2",0,"LUAD"
"TRAP1","DNAJA3",0.0341207349081365,"LUAD"
"SPG7","DNAJA3",0.005249343832021,"LUAD"
"LONP1","DNAJA3",0.010498687664042,"LUAD"
"HSPA9","DNAJA3",0.00612423447069116,"LUAD"
"HSPD1","DNAJA3",0.0183727034120735,"LUAD"
"HSPE1","DNAJA3",0.0358705161854768,"LUAD"
"YME1L1","DNAJA3",0.000874890638670166,"LUAD"
"GRPEL2","DNAJA3",0,"LUAD"
"CLPX","DNAJA3",0,"LUAD"
"AFG3L2","DNAJA3",0,"LUAD"
"SPG7","TRAP1",0.00874890638670166,"LUAD"
"LONP1","TRAP1",0.0201224846894138,"LUAD"
"HSPA9","TRAP1",0.0131233595800525,"LUAD"
"HSPD1","TRAP1",0.0279965004374453,"LUAD"
"HSPE1","TRAP1",0.0376202974628171,"LUAD"
"YME1L1","TRAP1",0.00349956255468067,"LUAD"
"GRPEL2","TRAP1",0.00174978127734033,"LUAD"
"CLPX","TRAP1",0.00349956255468067,"LUAD"
"AFG3L2","TRAP1",0.0026246719160105,"LUAD"
"LONP1","SPG7",0.020997375328084,"LUAD"
"HSPA9","SPG7",0.000874890638670166,"LUAD"
"HSPD1","SPG7",0.00174978127734033,"LUAD"
"HSPE1","SPG7",0.0026246719160105,"LUAD"
"YME1L1","SPG7",0,"LUAD"
"GRPEL2","SPG7",0,"LUAD"
"CLPX","SPG7",0,"LUAD"
"AFG3L2","SPG7",0,"LUAD"
"HSPA9","LONP1",0.00437445319335083,"LUAD"
"HSPD1","LONP1",0.0174978127734033,"LUAD"
"HSPE1","LONP1",0.0218722659667542,"LUAD"
"YME1L1","LONP1",0.000874890638670166,"LUAD"
"GRPEL2","LONP1",0.000874890638670166,"LUAD"
"CLPX","LONP1",0,"LUAD"
"AFG3L2","LONP1",0.000874890638670166,"LUAD"
"HSPD1","HSPA9",0.0358705161854768,"LUAD"
"HSPE1","HSPA9",0.0244969378827647,"LUAD"
"YME1L1","HSPA9",0.0122484689413823,"LUAD"
"GRPEL2","HSPA9",0.0122484689413823,"LUAD"
"CLPX","HSPA9",0.00437445319335083,"LUAD"
"AFG3L2","HSPA9",0.00612423447069116,"LUAD"
"HSPE1","HSPD1",0.141732283464567,"LUAD"
"YME1L1","HSPD1",0.0481189851268591,"LUAD"
"GRPEL2","HSPD1",0.0288713910761155,"LUAD"
"CLPX","HSPD1",0.00962379702537183,"LUAD"
"AFG3L2","HSPD1",0.0139982502187227,"LUAD"
"YME1L1","HSPE1",0.0218722659667542,"LUAD"
"GRPEL2","HSPE1",0.0192475940507437,"LUAD"
"CLPX","HSPE1",0.00349956255468067,"LUAD"
"AFG3L2","HSPE1",0.0026246719160105,"LUAD"
"GRPEL2","YME1L1",0.020997375328084,"LUAD"
"CLPX","YME1L1",0.0166229221347332,"LUAD"
"AFG3L2","YME1L1",0.0139982502187227,"LUAD"
"CLPX","GRPEL2",0.0026246719160105,"LUAD"
"AFG3L2","GRPEL2",0.005249343832021,"LUAD"
"AFG3L2","CLPX",0.00699912510936133,"LUAD"
"CLPX","YME1L1",0,"LUSC"
"LONP1","YME1L1",0,"LUSC"
"AFG3L2","YME1L1",0,"LUSC"
"SPG7","YME1L1",0,"LUSC"
"HSCB","YME1L1",0,"LUSC"
"HSPA9","YME1L1",0,"LUSC"
"GRPEL2","YME1L1",0,"LUSC"
"HSPD1","YME1L1",0.00174978127734033,"LUSC"
"HSPE1","YME1L1",0.00349956255468067,"LUSC"
"DNAJC19","YME1L1",0.000874890638670166,"LUSC"
"HTRA2","YME1L1",0,"LUSC"
"CLPP","YME1L1",0,"LUSC"
"DNAJA3","YME1L1",0,"LUSC"
"TRAP1","YME1L1",0.000874890638670166,"LUSC"
"LONP1","CLPX",0.000874890638670166,"LUSC"
"AFG3L2","CLPX",0.0026246719160105,"LUSC"
"SPG7","CLPX",0,"LUSC"
"HSCB","CLPX",0.000874890638670166,"LUSC"
"HSPA9","CLPX",0.00349956255468067,"LUSC"
"GRPEL2","CLPX",0.00437445319335083,"LUSC"
"HSPD1","CLPX",0.0026246719160105,"LUSC"
"HSPE1","CLPX",0.00612423447069116,"LUSC"
"DNAJC19","CLPX",0.0078740157480315,"LUSC"
"HTRA2","CLPX",0,"LUSC"
"CLPP","CLPX",0.0026246719160105,"LUSC"
"DNAJA3","CLPX",0.00349956255468067,"LUSC"
"TRAP1","CLPX",0.0026246719160105,"LUSC"
"AFG3L2","LONP1",0.0122484689413823,"LUSC"
"SPG7","LONP1",0.00349956255468067,"LUSC"
"HSCB","LONP1",0.00174978127734033,"LUSC"
"HSPA9","LONP1",0.00437445319335083,"LUSC"
"GRPEL2","LONP1",0,"LUSC"
"HSPD1","LONP1",0.00612423447069116,"LUSC"
"HSPE1","LONP1",0.00174978127734033,"LUSC"
"DNAJC19","LONP1",0.015748031496063,"LUSC"
"HTRA2","LONP1",0.000874890638670166,"LUSC"
"CLPP","LONP1",0.0174978127734033,"LUSC"
"DNAJA3","LONP1",0.00349956255468067,"LUSC"
"TRAP1","LONP1",0.00699912510936133,"LUSC"
"SPG7","AFG3L2",0,"LUSC"
"HSCB","AFG3L2",0,"LUSC"
"HSPA9","AFG3L2",0.0244969378827647,"LUSC"
"GRPEL2","AFG3L2",0.0078740157480315,"LUSC"
"HSPD1","AFG3L2",0.0288713910761155,"LUSC"
"HSPE1","AFG3L2",0.0122484689413823,"LUSC"
"DNAJC19","AFG3L2",0.0332458442694663,"LUSC"
"HTRA2","AFG3L2",0.00349956255468067,"LUSC"
"CLPP","AFG3L2",0.00962379702537183,"LUSC"
"DNAJA3","AFG3L2",0.0131233595800525,"LUSC"
"TRAP1","AFG3L2",0.0253718285214348,"LUSC"
"HSCB","SPG7",0.000874890638670166,"LUSC"
"HSPA9","SPG7",0.000874890638670166,"LUSC"
"GRPEL2","SPG7",0,"LUSC"
"HSPD1","SPG7",0,"LUSC"
"HSPE1","SPG7",0,"LUSC"
"DNAJC19","SPG7",0.00174978127734033,"LUSC"
"HTRA2","SPG7",0.000874890638670166,"LUSC"
"CLPP","SPG7",0.000874890638670166,"LUSC"
"DNAJA3","SPG7",0.000874890638670166,"LUSC"
"TRAP1","SPG7",0.000874890638670166,"LUSC"
"HSPA9","HSCB",0.000874890638670166,"LUSC"
"GRPEL2","HSCB",0.00962379702537183,"LUSC"
"HSPD1","HSCB",0.0078740157480315,"LUSC"
"HSPE1","HSCB",0.0376202974628171,"LUSC"
"DNAJC19","HSCB",0.031496062992126,"LUSC"
"HTRA2","HSCB",0.010498687664042,"LUSC"
"CLPP","HSCB",0.0183727034120735,"LUSC"
"DNAJA3","HSCB",0.0113735783027122,"LUSC"
"TRAP1","HSCB",0.0026246719160105,"LUSC"
"GRPEL2","HSPA9",0.0244969378827647,"LUSC"
"HSPD1","HSPA9",0.0446194225721785,"LUSC"
"HSPE1","HSPA9",0.0279965004374453,"LUSC"
"DNAJC19","HSPA9",0.0279965004374453,"LUSC"
"HTRA2","HSPA9",0.005249343832021,"LUSC"
"CLPP","HSPA9",0.00874890638670166,"LUSC"
"DNAJA3","HSPA9",0.0166229221347332,"LUSC"
"TRAP1","HSPA9",0.0279965004374453,"LUSC"
"HSPD1","GRPEL2",0.0393700787401575,"LUSC"
"HSPE1","GRPEL2",0.0752405949256343,"LUSC"
"DNAJC19","GRPEL2",0.0691163604549431,"LUSC"
"HTRA2","GRPEL2",0.0122484689413823,"LUSC"
"CLPP","GRPEL2",0.0192475940507437,"LUSC"
"DNAJA3","GRPEL2",0.031496062992126,"LUSC"
"TRAP1","GRPEL2",0.0192475940507437,"LUSC"
"HSPE1","HSPD1",0.0866141732283465,"LUSC"
"DNAJC19","HSPD1",0.0699912510936133,"LUSC"
"HTRA2","HSPD1",0.020997375328084,"LUSC"
"CLPP","HSPD1",0.0236220472440945,"LUSC"
"DNAJA3","HSPD1",0.0323709536307962,"LUSC"
"TRAP1","HSPD1",0.0533683289588801,"LUSC"
"DNAJC19","HSPE1",0.140857392825897,"LUSC"
"HTRA2","HSPE1",0.0297462817147857,"LUSC"
"CLPP","HSPE1",0.0542432195975503,"LUSC"
"DNAJA3","HSPE1",0.0507436570428696,"LUSC"
"TRAP1","HSPE1",0.0446194225721785,"LUSC"
"HTRA2","DNAJC19",0.031496062992126,"LUSC"
"CLPP","DNAJC19",0.0621172353455818,"LUSC"
"DNAJA3","DNAJC19",0.0516185476815398,"LUSC"
"TRAP1","DNAJC19",0.041994750656168,"LUSC"
"CLPP","HTRA2",0.0139982502187227,"LUSC"
"DNAJA3","HTRA2",0.010498687664042,"LUSC"
"TRAP1","HTRA2",0.0113735783027122,"LUSC"
"DNAJA3","CLPP",0.0244969378827647,"LUSC"
"TRAP1","CLPP",0.0201224846894138,"LUSC"
"TRAP1","DNAJA3",0.0437445319335083,"LUSC"
"YME1L1","AFG3L2",0.166229221347332,"PRAD"
"CLPX","AFG3L2",0.181977252843395,"PRAD"
"HSPD1","AFG3L2",0.0997375328083989,"PRAD"
"HSPA9","AFG3L2",0.160979877515311,"PRAD"
