"Var1","Var2","value","cancer"
"GRPEL2","AFG3L2",0.143482064741907,"PRAD"
"DNAJA3","AFG3L2",0.0997375328083989,"PRAD"
"TRAP1","AFG3L2",0.0901137357830271,"PRAD"
"SPG7","AFG3L2",0,"PRAD"
"HTRA2","AFG3L2",0.00699912510936133,"PRAD"
"HSCB","AFG3L2",0.000874890638670166,"PRAD"
"CLPP","AFG3L2",0.000874890638670166,"PRAD"
"LONP1","AFG3L2",0.0026246719160105,"PRAD"
"HSPE1","AFG3L2",0.0078740157480315,"PRAD"
"DNAJC19","AFG3L2",0.00349956255468067,"PRAD"
"CLPX","YME1L1",0.183727034120735,"PRAD"
"HSPD1","YME1L1",0.0769903762029746,"PRAD"
"HSPA9","YME1L1",0.138232720909886,"PRAD"
"GRPEL2","YME1L1",0.121609798775153,"PRAD"
"DNAJA3","YME1L1",0.0822397200349956,"PRAD"
"TRAP1","YME1L1",0.0664916885389326,"PRAD"
"SPG7","YME1L1",0,"PRAD"
"HTRA2","YME1L1",0,"PRAD"
"HSCB","YME1L1",0,"PRAD"
"CLPP","YME1L1",0,"PRAD"
"LONP1","YME1L1",0,"PRAD"
"HSPE1","YME1L1",0.0026246719160105,"PRAD"
"DNAJC19","YME1L1",0.0026246719160105,"PRAD"
"HSPD1","CLPX",0.0997375328083989,"PRAD"
"HSPA9","CLPX",0.16010498687664,"PRAD"
"GRPEL2","CLPX",0.145231846019248,"PRAD"
"DNAJA3","CLPX",0.10411198600175,"PRAD"
"TRAP1","CLPX",0.089238845144357,"PRAD"
"SPG7","CLPX",0,"PRAD"
"HTRA2","CLPX",0.00437445319335083,"PRAD"
"HSCB","CLPX",0.000874890638670166,"PRAD"
"CLPP","CLPX",0,"PRAD"
"LONP1","CLPX",0.000874890638670166,"PRAD"
"HSPE1","CLPX",0.00612423447069116,"PRAD"
"DNAJC19","CLPX",0.00349956255468067,"PRAD"
"HSPA9","HSPD1",0.134733158355206,"PRAD"
"GRPEL2","HSPD1",0.125109361329834,"PRAD"
"DNAJA3","HSPD1",0.113735783027122,"PRAD"
"TRAP1","HSPD1",0.10761154855643,"PRAD"
"SPG7","HSPD1",0,"PRAD"
"HTRA2","HSPD1",0.0428696412948381,"PRAD"
"HSCB","HSPD1",0.0148731408573928,"PRAD"
"CLPP","HSPD1",0.0306211723534558,"PRAD"
"LONP1","HSPD1",0.020997375328084,"PRAD"
"HSPE1","HSPD1",0.0603674540682415,"PRAD"
"DNAJC19","HSPD1",0.0402449693788276,"PRAD"
"GRPEL2","HSPA9",0.161854768153981,"PRAD"
"DNAJA3","HSPA9",0.123359580052493,"PRAD"
"TRAP1","HSPA9",0.10586176727909,"PRAD"
"SPG7","HSPA9",0,"PRAD"
"HTRA2","HSPA9",0.0192475940507437,"PRAD"
"HSCB","HSPA9",0.000874890638670166,"PRAD"
"CLPP","HSPA9",0.010498687664042,"PRAD"
"LONP1","HSPA9",0.00874890638670166,"PRAD"
"HSPE1","HSPA9",0.0341207349081365,"PRAD"
"DNAJC19","HSPA9",0.0218722659667542,"PRAD"
"DNAJA3","GRPEL2",0.109361329833771,"PRAD"
"TRAP1","GRPEL2",0.0962379702537183,"PRAD"
"SPG7","GRPEL2",0,"PRAD"
"HTRA2","GRPEL2",0.0218722659667542,"PRAD"
"HSCB","GRPEL2",0.000874890638670166,"PRAD"
"CLPP","GRPEL2",0.00349956255468067,"PRAD"
"LONP1","GRPEL2",0.00437445319335083,"PRAD"
"HSPE1","GRPEL2",0.0244969378827647,"PRAD"
"DNAJC19","GRPEL2",0.0166229221347332,"PRAD"
"TRAP1","DNAJA3",0.111111111111111,"PRAD"
"SPG7","DNAJA3",0,"PRAD"
"HTRA2","DNAJA3",0.0323709536307962,"PRAD"
"HSCB","DNAJA3",0.000874890638670166,"PRAD"
"CLPP","DNAJA3",0.0148731408573928,"PRAD"
"LONP1","DNAJA3",0.0201224846894138,"PRAD"
"HSPE1","DNAJA3",0.0341207349081365,"PRAD"
"DNAJC19","DNAJA3",0.0236220472440945,"PRAD"
"SPG7","TRAP1",0,"PRAD"
"HTRA2","TRAP1",0.0349956255468067,"PRAD"
"HSCB","TRAP1",0.00699912510936133,"PRAD"
"CLPP","TRAP1",0.015748031496063,"PRAD"
"LONP1","TRAP1",0.020997375328084,"PRAD"
"HSPE1","TRAP1",0.0236220472440945,"PRAD"
"DNAJC19","TRAP1",0.0131233595800525,"PRAD"
"HTRA2","SPG7",0.0236220472440945,"PRAD"
"HSCB","SPG7",0.0708661417322835,"PRAD"
"CLPP","SPG7",0.0778652668416448,"PRAD"
"LONP1","SPG7",0.0796150481189851,"PRAD"
"HSPE1","SPG7",0.0297462817147857,"PRAD"
"DNAJC19","SPG7",0.0183727034120735,"PRAD"
"HSCB","HTRA2",0.0936132983377078,"PRAD"
"CLPP","HTRA2",0.111111111111111,"PRAD"
"LONP1","HTRA2",0.10498687664042,"PRAD"
"HSPE1","HTRA2",0.0936132983377078,"PRAD"
"DNAJC19","HTRA2",0.0638670166229221,"PRAD"
"CLPP","HSCB",0.277340332458443,"PRAD"
"LONP1","HSCB",0.237095363079615,"PRAD"
"HSPE1","HSCB",0.203849518810149,"PRAD"
"DNAJC19","HSCB",0.149606299212598,"PRAD"
"LONP1","CLPP",0.285214348206474,"PRAD"
"HSPE1","CLPP",0.231846019247594,"PRAD"
"DNAJC19","CLPP",0.167979002624672,"PRAD"
"HSPE1","LONP1",0.189851268591426,"PRAD"
"DNAJC19","LONP1",0.132983377077865,"PRAD"
"DNAJC19","HSPE1",0.190726159230096,"PRAD"
"HSCB","DNAJC19",0.073490813648294,"STAD"
"HTRA2","DNAJC19",0.0078740157480315,"STAD"
"CLPP","DNAJC19",0.0656167979002625,"STAD"
"LONP1","DNAJC19",0.00174978127734033,"STAD"
"DNAJA3","DNAJC19",0.0139982502187227,"STAD"
"TRAP1","DNAJC19",0.015748031496063,"STAD"
"SPG7","DNAJC19",0.000874890638670166,"STAD"
"YME1L1","DNAJC19",0.00349956255468067,"STAD"
"CLPX","DNAJC19",0.00349956255468067,"STAD"
"GRPEL2","DNAJC19",0.010498687664042,"STAD"
"AFG3L2","DNAJC19",0.005249343832021,"STAD"
"HSPE1","DNAJC19",0.150481189851269,"STAD"
"HSPA9","DNAJC19",0.047244094488189,"STAD"
"HSPD1","DNAJC19",0.0769903762029746,"STAD"
"HTRA2","HSCB",0.00874890638670166,"STAD"
"CLPP","HSCB",0.0551181102362205,"STAD"
"LONP1","HSCB",0.00437445319335083,"STAD"
"DNAJA3","HSCB",0.0078740157480315,"STAD"
"TRAP1","HSCB",0.00962379702537183,"STAD"
"SPG7","HSCB",0,"STAD"
"YME1L1","HSCB",0,"STAD"
"CLPX","HSCB",0.000874890638670166,"STAD"
"GRPEL2","HSCB",0.000874890638670166,"STAD"
"AFG3L2","HSCB",0.000874890638670166,"STAD"
"HSPE1","HSCB",0.0761154855643045,"STAD"
"HSPA9","HSCB",0.0166229221347332,"STAD"
"HSPD1","HSCB",0.031496062992126,"STAD"
"CLPP","HTRA2",0.0761154855643045,"STAD"
"LONP1","HTRA2",0.0533683289588801,"STAD"
"DNAJA3","HTRA2",0.0612423447069116,"STAD"
"TRAP1","HTRA2",0.0656167979002625,"STAD"
"SPG7","HTRA2",0.00174978127734033,"STAD"
"YME1L1","HTRA2",0,"STAD"
"CLPX","HTRA2",0.000874890638670166,"STAD"
"GRPEL2","HTRA2",0,"STAD"
"AFG3L2","HTRA2",0.0131233595800525,"STAD"
"HSPE1","HTRA2",0.0323709536307962,"STAD"
"HSPA9","HTRA2",0.0279965004374453,"STAD"
"HSPD1","HTRA2",0.0446194225721785,"STAD"
"LONP1","CLPP",0.0804899387576553,"STAD"
"DNAJA3","CLPP",0.0909886264216973,"STAD"
"TRAP1","CLPP",0.108486439195101,"STAD"
"SPG7","CLPP",0,"STAD"
"YME1L1","CLPP",0.0026246719160105,"STAD"
"CLPX","CLPP",0.00437445319335083,"STAD"
"GRPEL2","CLPP",0.0078740157480315,"STAD"
"AFG3L2","CLPP",0.0253718285214348,"STAD"
"HSPE1","CLPP",0.121609798775153,"STAD"
"HSPA9","CLPP",0.073490813648294,"STAD"
"HSPD1","CLPP",0.0953630796150481,"STAD"
"DNAJA3","LONP1",0.115485564304462,"STAD"
"TRAP1","LONP1",0.122484689413823,"STAD"
"SPG7","LONP1",0.00612423447069116,"STAD"
"YME1L1","LONP1",0.0218722659667542,"STAD"
"CLPX","LONP1",0.0271216097987752,"STAD"
"GRPEL2","LONP1",0.0306211723534558,"STAD"
"AFG3L2","LONP1",0.0594925634295713,"STAD"
"HSPE1","LONP1",0.0551181102362205,"STAD"
"HSPA9","LONP1",0.0901137357830271,"STAD"
"HSPD1","LONP1",0.0962379702537183,"STAD"
"TRAP1","DNAJA3",0.191601049868766,"STAD"
"SPG7","DNAJA3",0.00349956255468067,"STAD"
"YME1L1","DNAJA3",0.0358705161854768,"STAD"
"CLPX","DNAJA3",0.0402449693788276,"STAD"
"GRPEL2","DNAJA3",0.0489938757655293,"STAD"
"AFG3L2","DNAJA3",0.101487314085739,"STAD"
"HSPE1","DNAJA3",0.111111111111111,"STAD"
"HSPA9","DNAJA3",0.153105861767279,"STAD"
"HSPD1","DNAJA3",0.167104111986002,"STAD"
"SPG7","TRAP1",0.0026246719160105,"STAD"
"YME1L1","TRAP1",0.0454943132108486,"STAD"
"CLPX","TRAP1",0.057742782152231,"STAD"
"GRPEL2","TRAP1",0.0673665791776028,"STAD"
"AFG3L2","TRAP1",0.110236220472441,"STAD"
"HSPE1","TRAP1",0.121609798775153,"STAD"
"HSPA9","TRAP1",0.179352580927384,"STAD"
"HSPD1","TRAP1",0.189851268591426,"STAD"
"YME1L1","SPG7",0.00174978127734033,"STAD"
"CLPX","SPG7",0,"STAD"
"GRPEL2","SPG7",0.000874890638670166,"STAD"
"AFG3L2","SPG7",0.000874890638670166,"STAD"
"HSPE1","SPG7",0.000874890638670166,"STAD"
"HSPA9","SPG7",0,"STAD"
"HSPD1","SPG7",0.0026246719160105,"STAD"
"CLPX","YME1L1",0.062992125984252,"STAD"
"GRPEL2","YME1L1",0.062992125984252,"STAD"
"AFG3L2","YME1L1",0.0498687664041995,"STAD"
"HSPE1","YME1L1",0.0384951881014873,"STAD"
"HSPA9","YME1L1",0.0717410323709536,"STAD"
"HSPD1","YME1L1",0.068241469816273,"STAD"
"GRPEL2","CLPX",0.0796150481189851,"STAD"
"AFG3L2","CLPX",0.0568678915135608,"STAD"
"HSPE1","CLPX",0.0384951881014873,"STAD"
"HSPA9","CLPX",0.0927384076990376,"STAD"
"HSPD1","CLPX",0.083989501312336,"STAD"
"AFG3L2","GRPEL2",0.0638670166229221,"STAD"
"HSPE1","GRPEL2",0.0603674540682415,"STAD"
"HSPA9","GRPEL2",0.10761154855643,"STAD"
"HSPD1","GRPEL2",0.10323709536308,"STAD"
"HSPE1","AFG3L2",0.0612423447069116,"STAD"
"HSPA9","AFG3L2",0.125984251968504,"STAD"
"HSPD1","AFG3L2",0.117235345581802,"STAD"
"HSPA9","HSPE1",0.164479440069991,"STAD"
"HSPD1","HSPE1",0.230971128608924,"STAD"
"HSPD1","HSPA9",0.245844269466317,"STAD"
"HTRA2","LONP1",0.0306211723534558,"THCA"
"SPG7","LONP1",0.0437445319335083,"THCA"
"DNAJC19","LONP1",0.0857392825896763,"THCA"
"HSPE1","LONP1",0.0761154855643045,"THCA"
"CLPP","LONP1",0.10498687664042,"THCA"
"HSCB","LONP1",0.0717410323709536,"THCA"
"GRPEL2","LONP1",0.000874890638670166,"THCA"
"CLPX","LONP1",0.00174978127734033,"THCA"
"YME1L1","LONP1",0.00174978127734033,"THCA"
"HSPA9","LONP1",0.0139982502187227,"THCA"
"DNAJA3","LONP1",0.0411198600174978,"THCA"
"AFG3L2","LONP1",0.0201224846894138,"THCA"
"HSPD1","LONP1",0.0139982502187227,"THCA"
"TRAP1","LONP1",0.020997375328084,"THCA"
"SPG7","HTRA2",0.150481189851269,"THCA"
"DNAJC19","HTRA2",0.167104111986002,"THCA"
"HSPE1","HTRA2",0.102362204724409,"THCA"
"CLPP","HTRA2",0.136482939632546,"THCA"
"HSCB","HTRA2",0.15748031496063,"THCA"
"GRPEL2","HTRA2",0.0218722659667542,"THCA"
"CLPX","HTRA2",0.000874890638670166,"THCA"
"YME1L1","HTRA2",0,"THCA"
"HSPA9","HTRA2",0.000874890638670166,"THCA"
"DNAJA3","HTRA2",0.0131233595800525,"THCA"
"AFG3L2","HTRA2",0.0078740157480315,"THCA"
"HSPD1","HTRA2",0,"THCA"
"TRAP1","HTRA2",0.0078740157480315,"THCA"
"DNAJC19","SPG7",0.319335083114611,"THCA"
"HSPE1","SPG7",0.174103237095363,"THCA"
"CLPP","SPG7",0.207349081364829,"THCA"
"HSCB","SPG7",0.197725284339458,"THCA"
"GRPEL2","SPG7",0.10411198600175,"THCA"
"CLPX","SPG7",0.0026246719160105,"THCA"
"YME1L1","SPG7",0.00437445319335083,"THCA"
"HSPA9","SPG7",0.026246719160105,"THCA"
"DNAJA3","SPG7",0.073490813648294,"THCA"
"AFG3L2","SPG7",0.094488188976378,"THCA"
"HSPD1","SPG7",0,"THCA"
"TRAP1","SPG7",0.000874890638670166,"THCA"
"HSPE1","DNAJC19",0.266841644794401,"THCA"
"CLPP","DNAJC19",0.286964129483815,"THCA"
"HSCB","DNAJC19",0.273840769903762,"THCA"
"GRPEL2","DNAJC19",0.100612423447069,"THCA"
"CLPX","DNAJC19",0.00437445319335083,"THCA"
"YME1L1","DNAJC19",0.0026246719160105,"THCA"
"HSPA9","DNAJC19",0.0384951881014873,"THCA"
"DNAJA3","DNAJC19",0.10498687664042,"THCA"
"AFG3L2","DNAJC19",0.101487314085739,"THCA"
"HSPD1","DNAJC19",0.00699912510936133,"THCA"
"TRAP1","DNAJC19",0.015748031496063,"THCA"
"CLPP","HSPE1",0.238845144356955,"THCA"
"HSCB","HSPE1",0.218722659667542,"THCA"
"GRPEL2","HSPE1",0.0244969378827647,"THCA"
"CLPX","HSPE1",0,"THCA"
"YME1L1","HSPE1",0,"THCA"
"HSPA9","HSPE1",0.0139982502187227,"THCA"
"DNAJA3","HSPE1",0.0332458442694663,"THCA"
"AFG3L2","HSPE1",0.0253718285214348,"THCA"
"HSPD1","HSPE1",0.005249343832021,"THCA"
"TRAP1","HSPE1",0.00349956255468067,"THCA"
"HSCB","CLPP",0.254593175853018,"THCA"
"GRPEL2","CLPP",0.00874890638670166,"THCA"
"CLPX","CLPP",0,"THCA"
"YME1L1","CLPP",0,"THCA"
"HSPA9","CLPP",0.00437445319335083,"THCA"
"DNAJA3","CLPP",0.0376202974628171,"THCA"
"AFG3L2","CLPP",0.0192475940507437,"THCA"
"HSPD1","CLPP",0.0026246719160105,"THCA"
"TRAP1","CLPP",0.00962379702537183,"THCA"
"GRPEL2","HSCB",0.0166229221347332,"THCA"
"CLPX","HSCB",0,"THCA"
"YME1L1","HSCB",0,"THCA"
"HSPA9","HSCB",0,"THCA"
"DNAJA3","HSCB",0.0139982502187227,"THCA"
"AFG3L2","HSCB",0.0078740157480315,"THCA"
"HSPD1","HSCB",0,"THCA"
"TRAP1","HSCB",0.00612423447069116,"THCA"
"CLPX","GRPEL2",0.0393700787401575,"THCA"
"YME1L1","GRPEL2",0.0664916885389326,"THCA"
"HSPA9","GRPEL2",0.0909886264216973,"THCA"
"DNAJA3","GRPEL2",0.117235345581802,"THCA"
"AFG3L2","GRPEL2",0.146981627296588,"THCA"
"HSPD1","GRPEL2",0.0166229221347332,"THCA"
"TRAP1","GRPEL2",0.0166229221347332,"THCA"
"YME1L1","CLPX",0.115485564304462,"THCA"
"HSPA9","CLPX",0.0971128608923885,"THCA"
"DNAJA3","CLPX",0.0874890638670166,"THCA"
"AFG3L2","CLPX",0.100612423447069,"THCA"
"HSPD1","CLPX",0.0594925634295713,"THCA"
"TRAP1","CLPX",0.062992125984252,"THCA"
"HSPA9","YME1L1",0.160979877515311,"THCA"
"DNAJA3","YME1L1",0.137357830271216,"THCA"
"AFG3L2","YME1L1",0.165354330708661,"THCA"
"HSPD1","YME1L1",0.083989501312336,"THCA"
"TRAP1","YME1L1",0.0699912510936133,"THCA"
"DNAJA3","HSPA9",0.201224846894138,"THCA"
"AFG3L2","HSPA9",0.217847769028871,"THCA"
"HSPD1","HSPA9",0.094488188976378,"THCA"
"TRAP1","HSPA9",0.083989501312336,"THCA"
"AFG3L2","DNAJA3",0.253718285214348,"THCA"
"HSPD1","DNAJA3",0.0813648293963255,"THCA"
"TRAP1","DNAJA3",0.094488188976378,"THCA"
"HSPD1","AFG3L2",0.083989501312336,"THCA"
"TRAP1","AFG3L2",0.0831146106736658,"THCA"
"TRAP1","HSPD1",0.0743657042869641,"THCA"
"LONP1","CLPP",0.111111111111111,"UCEC"
"HTRA2","CLPP",0.0279965004374453,"UCEC"
"DNAJA3","CLPP",0.026246719160105,"UCEC"
"TRAP1","CLPP",0.0402449693788276,"UCEC"
"HSPD1","CLPP",0.015748031496063,"UCEC"
"HSPA9","CLPP",0.020997375328084,"UCEC"
"AFG3L2","CLPP",0.0192475940507437,"UCEC"
"GRPEL2","CLPP",0.00174978127734033,"UCEC"
"YME1L1","CLPP",0,"UCEC"
"CLPX","CLPP",0.00349956255468067,"UCEC"
"HSPE1","CLPP",0.00874890638670166,"UCEC"
"DNAJC19","CLPP",0,"UCEC"
"SPG7","CLPP",0.00962379702537183,"UCEC"
"HSCB","CLPP",0.00874890638670166,"UCEC"
"HTRA2","LONP1",0.0384951881014873,"UCEC"
"DNAJA3","LONP1",0.0332458442694663,"UCEC"
"TRAP1","LONP1",0.0481189851268591,"UCEC"
"HSPD1","LONP1",0.020997375328084,"UCEC"
"HSPA9","LONP1",0.0271216097987752,"UCEC"
"AFG3L2","LONP1",0.0279965004374453,"UCEC"
"GRPEL2","LONP1",0.0026246719160105,"UCEC"
"YME1L1","LONP1",0.0026246719160105,"UCEC"
"CLPX","LONP1",0.00612423447069116,"UCEC"
"HSPE1","LONP1",0.00874890638670166,"UCEC"
"DNAJC19","LONP1",0,"UCEC"
"SPG7","LONP1",0.0122484689413823,"UCEC"
"HSCB","LONP1",0.00349956255468067,"UCEC"
"DNAJA3","HTRA2",0.0621172353455818,"UCEC"
"TRAP1","HTRA2",0.0498687664041995,"UCEC"
"HSPD1","HTRA2",0.073490813648294,"UCEC"
"HSPA9","HTRA2",0.0726159230096238,"UCEC"
"AFG3L2","HTRA2",0.0848643919510061,"UCEC"
"GRPEL2","HTRA2",0.0323709536307962,"UCEC"
"YME1L1","HTRA2",0.0384951881014873,"UCEC"
"CLPX","HTRA2",0.036745406824147,"UCEC"
"HSPE1","HTRA2",0.031496062992126,"UCEC"
"DNAJC19","HTRA2",0.0253718285214348,"UCEC"
"SPG7","HTRA2",0,"UCEC"
"HSCB","HTRA2",0,"UCEC"
"TRAP1","DNAJA3",0.0857392825896763,"UCEC"
"HSPD1","DNAJA3",0.110236220472441,"UCEC"
"HSPA9","DNAJA3",0.125109361329834,"UCEC"
"AFG3L2","DNAJA3",0.125984251968504,"UCEC"
"GRPEL2","DNAJA3",0.0691163604549431,"UCEC"
"YME1L1","DNAJA3",0.0927384076990376,"UCEC"
"CLPX","DNAJA3",0.0971128608923885,"UCEC"
"HSPE1","DNAJA3",0.0218722659667542,"UCEC"
"DNAJC19","DNAJA3",0.020997375328084,"UCEC"
"SPG7","DNAJA3",0,"UCEC"
"HSCB","DNAJA3",0,"UCEC"
"HSPD1","TRAP1",0.0638670166229221,"UCEC"
"HSPA9","TRAP1",0.0743657042869641,"UCEC"
"AFG3L2","TRAP1",0.078740157480315,"UCEC"
"GRPEL2","TRAP1",0.0288713910761155,"UCEC"
"YME1L1","TRAP1",0.0507436570428696,"UCEC"
"CLPX","TRAP1",0.0559930008748906,"UCEC"
"HSPE1","TRAP1",0.00612423447069116,"UCEC"
"DNAJC19","TRAP1",0.000874890638670166,"UCEC"
"SPG7","TRAP1",0.00349956255468067,"UCEC"
"HSCB","TRAP1",0,"UCEC"
"HSPA9","HSPD1",0.247594050743657,"UCEC"
"AFG3L2","HSPD1",0.237970253718285,"UCEC"
"GRPEL2","HSPD1",0.201224846894138,"UCEC"
"YME1L1","HSPD1",0.189851268591426,"UCEC"
"CLPX","HSPD1",0.186351706036745,"UCEC"
"HSPE1","HSPD1",0.112860892388451,"UCEC"
"DNAJC19","HSPD1",0.122484689413823,"UCEC"
"SPG7","HSPD1",0,"UCEC"
"HSCB","HSPD1",0.00349956255468067,"UCEC"
"AFG3L2","HSPA9",0.251093613298338,"UCEC"
"GRPEL2","HSPA9",0.202974628171479,"UCEC"
"YME1L1","HSPA9",0.201224846894138,"UCEC"
"CLPX","HSPA9",0.199475065616798,"UCEC"
"HSPE1","HSPA9",0.0866141732283465,"UCEC"
"DNAJC19","HSPA9",0.0988626421697288,"UCEC"
"SPG7","HSPA9",0,"UCEC"
"HSCB","HSPA9",0.00174978127734033,"UCEC"
"GRPEL2","AFG3L2",0.191601049868766,"UCEC"
"YME1L1","AFG3L2",0.20997375328084,"UCEC"
"CLPX","AFG3L2",0.199475065616798,"UCEC"
"HSPE1","AFG3L2",0.0796150481189851,"UCEC"
"DNAJC19","AFG3L2",0.0979877515310586,"UCEC"
"SPG7","AFG3L2",0,"UCEC"
"HSCB","AFG3L2",0,"UCEC"
"YME1L1","GRPEL2",0.206474190726159,"UCEC"
"CLPX","GRPEL2",0.202974628171479,"UCEC"
"HSPE1","GRPEL2",0.0822397200349956,"UCEC"
"DNAJC19","GRPEL2",0.10323709536308,"UCEC"
"SPG7","GRPEL2",0,"UCEC"
"HSCB","GRPEL2",0.0026246719160105,"UCEC"
"CLPX","YME1L1",0.237095363079615,"UCEC"
"HSPE1","YME1L1",0.0481189851268591,"UCEC"
"DNAJC19","YME1L1",0.0726159230096238,"UCEC"
"SPG7","YME1L1",0,"UCEC"
"HSCB","YME1L1",0,"UCEC"
"HSPE1","CLPX",0.047244094488189,"UCEC"
"DNAJC19","CLPX",0.068241469816273,"UCEC"
"SPG7","CLPX",0,"UCEC"
"HSCB","CLPX",0,"UCEC"
"DNAJC19","HSPE1",0.129483814523185,"UCEC"
"SPG7","HSPE1",0,"UCEC"
"HSCB","HSPE1",0.0332458442694663,"UCEC"
"SPG7","DNAJC19",0,"UCEC"
"HSCB","DNAJC19",0.0174978127734033,"UCEC"
"HSCB","SPG7",0.00349956255468067,"UCEC"
