num_removed,num_extinct,prop_removed,prop_remain,cancer,run_type,sim,run_name
0,0,0,1,BRCA,by_module,321,by_module_321
1,15,0.06666666666666667,0.9746621621621622,BRCA,by_module,321,by_module_321
2,40,0.13333333333333333,0.9324324324324325,BRCA,by_module,321,by_module_321
3,73,0.2,0.8766891891891891,BRCA,by_module,321,by_module_321
4,138,0.26666666666666666,0.7668918918918919,BRCA,by_module,321,by_module_321
5,263,0.3333333333333333,0.5557432432432432,BRCA,by_module,321,by_module_321
6,299,0.4,0.49493243243243246,BRCA,by_module,321,by_module_321
7,339,0.4666666666666667,0.4273648648648649,BRCA,by_module,321,by_module_321
8,395,0.5333333333333333,0.3327702702702703,BRCA,by_module,321,by_module_321
9,415,0.6,0.2989864864864865,BRCA,by_module,321,by_module_321
10,430,0.6666666666666666,0.2736486486486487,BRCA,by_module,321,by_module_321
11,464,0.7333333333333333,0.21621621621621623,BRCA,by_module,321,by_module_321
12,493,0.8,0.16722972972972971,BRCA,by_module,321,by_module_321
13,516,0.8666666666666667,0.1283783783783784,BRCA,by_module,321,by_module_321
14,557,0.9333333333333333,0.0591216216216216,BRCA,by_module,321,by_module_321
15,592,1,0,BRCA,by_module,321,by_module_321
0,0,0,1,COAD,by_module,321,by_module_321
1,24,0.06666666666666667,0.9727582292849035,COAD,by_module,321,by_module_321
2,62,0.13333333333333333,0.9296254256526675,COAD,by_module,321,by_module_321
3,94,0.2,0.8933030646992055,COAD,by_module,321,by_module_321
4,112,0.26666666666666666,0.8728717366628831,COAD,by_module,321,by_module_321
5,143,0.3333333333333333,0.8376844494892168,COAD,by_module,321,by_module_321
6,173,0.4,0.8036322360953462,COAD,by_module,321,by_module_321
7,183,0.4666666666666667,0.7922814982973894,COAD,by_module,321,by_module_321
8,222,0.5333333333333333,0.7480136208853576,COAD,by_module,321,by_module_321
9,290,0.6,0.6708286038592508,COAD,by_module,321,by_module_321
10,492,0.6666666666666666,0.44154370034052215,COAD,by_module,321,by_module_321
11,534,0.7333333333333333,0.39387060158910325,COAD,by_module,321,by_module_321
12,650,0.8,0.2622020431328036,COAD,by_module,321,by_module_321
13,705,0.8666666666666667,0.19977298524404086,COAD,by_module,321,by_module_321
14,816,0.9333333333333333,0.07377979568671966,COAD,by_module,321,by_module_321
15,881,1,0,COAD,by_module,321,by_module_321
0,0,0,1,HNSC,by_module,321,by_module_321
1,12,0.06666666666666667,0.985239852398524,HNSC,by_module,321,by_module_321
2,48,0.13333333333333333,0.940959409594096,HNSC,by_module,321,by_module_321
3,61,0.2,0.9249692496924969,HNSC,by_module,321,by_module_321
4,98,0.26666666666666666,0.8794587945879458,HNSC,by_module,321,by_module_321
5,179,0.3333333333333333,0.7798277982779828,HNSC,by_module,321,by_module_321
6,264,0.4,0.6752767527675276,HNSC,by_module,321,by_module_321
7,397,0.4666666666666667,0.5116851168511685,HNSC,by_module,321,by_module_321
8,468,0.5333333333333333,0.42435424354243545,HNSC,by_module,321,by_module_321
9,508,0.6,0.3751537515375154,HNSC,by_module,321,by_module_321
10,580,0.6666666666666666,0.2865928659286593,HNSC,by_module,321,by_module_321
11,627,0.7333333333333333,0.22878228782287824,HNSC,by_module,321,by_module_321
12,726,0.8,0.1070110701107011,HNSC,by_module,321,by_module_321
13,793,0.8666666666666667,0.024600246002460024,HNSC,by_module,321,by_module_321
14,804,0.9333333333333333,0.011070110701106972,HNSC,by_module,321,by_module_321
15,813,1,0,HNSC,by_module,321,by_module_321
0,0,0,1,KIRC,by_module,321,by_module_321
1,71,0.06666666666666667,0.9259645464025026,KIRC,by_module,321,by_module_321
2,104,0.13333333333333333,0.8915537017726799,KIRC,by_module,321,by_module_321
3,163,0.2,0.8300312825860271,KIRC,by_module,321,by_module_321
4,214,0.26666666666666666,0.7768508863399375,KIRC,by_module,321,by_module_321
5,272,0.3333333333333333,0.7163712200208551,KIRC,by_module,321,by_module_321
6,345,0.4,0.6402502606882169,KIRC,by_module,321,by_module_321
7,365,0.4666666666666667,0.6193952033368092,KIRC,by_module,321,by_module_321
8,374,0.5333333333333333,0.6100104275286757,KIRC,by_module,321,by_module_321
9,396,0.6,0.5870698644421273,KIRC,by_module,321,by_module_321
10,456,0.6666666666666666,0.5245046923879041,KIRC,by_module,321,by_module_321
11,473,0.7333333333333333,0.5067778936392076,KIRC,by_module,321,by_module_321
12,546,0.8,0.43065693430656937,KIRC,by_module,321,by_module_321
13,670,0.8666666666666667,0.30135557872784147,KIRC,by_module,321,by_module_321
14,901,0.9333333333333333,0.060479666319082415,KIRC,by_module,321,by_module_321
15,959,1,0,KIRC,by_module,321,by_module_321
0,0,0,1,KIRP,by_module,321,by_module_321
1,20,0.06666666666666667,0.9809342230695901,KIRP,by_module,321,by_module_321
2,22,0.13333333333333333,0.9790276453765491,KIRP,by_module,321,by_module_321
3,31,0.2,0.9704480457578646,KIRP,by_module,321,by_module_321
4,54,0.26666666666666666,0.9485224022878932,KIRP,by_module,321,by_module_321
5,195,0.3333333333333333,0.8141086749285034,KIRP,by_module,321,by_module_321
6,272,0.4,0.7407054337464252,KIRP,by_module,321,by_module_321
7,389,0.4666666666666667,0.6291706387035272,KIRP,by_module,321,by_module_321
8,400,0.5333333333333333,0.6186844613918017,KIRP,by_module,321,by_module_321
9,423,0.6,0.5967588179218304,KIRP,by_module,321,by_module_321
10,472,0.6666666666666666,0.550047664442326,KIRP,by_module,321,by_module_321
11,533,0.7333333333333333,0.49189704480457574,KIRP,by_module,321,by_module_321
12,623,0.8,0.4061010486177312,KIRP,by_module,321,by_module_321
13,732,0.8666666666666667,0.30219256434699715,KIRP,by_module,321,by_module_321
14,872,0.9333333333333333,0.16873212583412778,KIRP,by_module,321,by_module_321
15,1049,1,0,KIRP,by_module,321,by_module_321
0,0,0,1,LIHC,by_module,321,by_module_321
1,10,0.06666666666666667,0.9877149877149877,LIHC,by_module,321,by_module_321
2,28,0.13333333333333333,0.9656019656019657,LIHC,by_module,321,by_module_321
3,58,0.2,0.9287469287469288,LIHC,by_module,321,by_module_321
4,115,0.26666666666666666,0.8587223587223587,LIHC,by_module,321,by_module_321
5,210,0.3333333333333333,0.742014742014742,LIHC,by_module,321,by_module_321
6,246,0.4,0.6977886977886978,LIHC,by_module,321,by_module_321
7,275,0.4666666666666667,0.6621621621621622,LIHC,by_module,321,by_module_321
8,353,0.5333333333333333,0.5663390663390664,LIHC,by_module,321,by_module_321
9,404,0.6,0.5036855036855037,LIHC,by_module,321,by_module_321
10,451,0.6666666666666666,0.44594594594594594,LIHC,by_module,321,by_module_321
11,536,0.7333333333333333,0.3415233415233415,LIHC,by_module,321,by_module_321
12,629,0.8,0.2272727272727273,LIHC,by_module,321,by_module_321
13,685,0.8666666666666667,0.15847665847665848,LIHC,by_module,321,by_module_321
14,761,0.9333333333333333,0.06511056511056512,LIHC,by_module,321,by_module_321
15,814,1,0,LIHC,by_module,321,by_module_321
0,0,0,1,LUAD,by_module,321,by_module_321
1,65,0.06666666666666667,0.8985959438377535,LUAD,by_module,321,by_module_321
2,92,0.13333333333333333,0.8564742589703588,LUAD,by_module,321,by_module_321
3,117,0.2,0.8174726989079564,LUAD,by_module,321,by_module_321
4,151,0.26666666666666666,0.7644305772230889,LUAD,by_module,321,by_module_321
5,239,0.3333333333333333,0.6271450858034322,LUAD,by_module,321,by_module_321
6,280,0.4,0.563182527301092,LUAD,by_module,321,by_module_321
7,309,0.4666666666666667,0.5179407176287052,LUAD,by_module,321,by_module_321
8,407,0.5333333333333333,0.36505460218408736,LUAD,by_module,321,by_module_321
9,434,0.6,0.3229329173166927,LUAD,by_module,321,by_module_321
10,457,0.6666666666666666,0.2870514820592823,LUAD,by_module,321,by_module_321
11,512,0.7333333333333333,0.20124804992199685,LUAD,by_module,321,by_module_321
12,547,0.8,0.14664586583463335,LUAD,by_module,321,by_module_321
13,584,0.8666666666666667,0.088923556942277715,LUAD,by_module,321,by_module_321
14,613,0.9333333333333333,0.043681747269890825,LUAD,by_module,321,by_module_321
15,641,1,0,LUAD,by_module,321,by_module_321
0,0,0,1,LUSC,by_module,321,by_module_321
1,51,0.06666666666666667,0.9108391608391608,LUSC,by_module,321,by_module_321
2,93,0.13333333333333333,0.8374125874125874,LUSC,by_module,321,by_module_321
3,150,0.2,0.7377622377622377,LUSC,by_module,321,by_module_321
4,179,0.26666666666666666,0.6870629370629371,LUSC,by_module,321,by_module_321
5,217,0.3333333333333333,0.6206293706293706,LUSC,by_module,321,by_module_321
6,241,0.4,0.5786713286713286,LUSC,by_module,321,by_module_321
7,275,0.4666666666666667,0.5192307692307692,LUSC,by_module,321,by_module_321
8,309,0.5333333333333333,0.4597902097902098,LUSC,by_module,321,by_module_321
9,362,0.6,0.3671328671328671,LUSC,by_module,321,by_module_321
10,399,0.6666666666666666,0.3024475524475524,LUSC,by_module,321,by_module_321
11,451,0.7333333333333333,0.21153846153846156,LUSC,by_module,321,by_module_321
12,486,0.8,0.1503496503496503,LUSC,by_module,321,by_module_321
13,545,0.8666666666666667,0.047202797202797186,LUSC,by_module,321,by_module_321
14,564,0.9333333333333333,0.013986013986013957,LUSC,by_module,321,by_module_321
15,572,1,0,LUSC,by_module,321,by_module_321
0,0,0,1,PRAD,by_module,321,by_module_321
1,20,0.06666666666666667,0.9764705882352941,PRAD,by_module,321,by_module_321
2,35,0.13333333333333333,0.9588235294117647,PRAD,by_module,321,by_module_321
3,64,0.2,0.9247058823529412,PRAD,by_module,321,by_module_321
4,142,0.26666666666666666,0.8329411764705883,PRAD,by_module,321,by_module_321
5,189,0.3333333333333333,0.7776470588235294,PRAD,by_module,321,by_module_321
6,326,0.4,0.6164705882352941,PRAD,by_module,321,by_module_321
7,442,0.4666666666666667,0.48,PRAD,by_module,321,by_module_321
8,451,0.5333333333333333,0.4694117647058823,PRAD,by_module,321,by_module_321
9,488,0.6,0.4258823529411765,PRAD,by_module,321,by_module_321
10,489,0.6666666666666666,0.42470588235294116,PRAD,by_module,321,by_module_321
11,533,0.7333333333333333,0.3729411764705882,PRAD,by_module,321,by_module_321
12,584,0.8,0.3129411764705883,PRAD,by_module,321,by_module_321
13,639,0.8666666666666667,0.2482352941176471,PRAD,by_module,321,by_module_321
14,692,0.9333333333333333,0.1858823529411765,PRAD,by_module,321,by_module_321
15,850,1,0,PRAD,by_module,321,by_module_321
0,0,0,1,STAD,by_module,321,by_module_321
1,14,0.06666666666666667,0.9817945383615084,STAD,by_module,321,by_module_321
2,28,0.13333333333333333,0.9635890767230169,STAD,by_module,321,by_module_321
3,61,0.2,0.9206762028608583,STAD,by_module,321,by_module_321
4,102,0.26666666666666666,0.8673602080624188,STAD,by_module,321,by_module_321
5,112,0.3333333333333333,0.8543563068920677,STAD,by_module,321,by_module_321
6,157,0.4,0.7958387516254877,STAD,by_module,321,by_module_321
7,229,0.4666666666666667,0.7022106631989598,STAD,by_module,321,by_module_321
8,284,0.5333333333333333,0.6306892067620287,STAD,by_module,321,by_module_321
9,325,0.6,0.577373211963589,STAD,by_module,321,by_module_321
10,364,0.6666666666666666,0.5266579973992198,STAD,by_module,321,by_module_321
11,485,0.7333333333333333,0.36931079323797145,STAD,by_module,321,by_module_321
12,561,0.8,0.27048114434330295,STAD,by_module,321,by_module_321
13,601,0.8666666666666667,0.21846553966189852,STAD,by_module,321,by_module_321
14,668,0.9333333333333333,0.13133940182054615,STAD,by_module,321,by_module_321
15,769,1,0,STAD,by_module,321,by_module_321
0,0,0,1,THCA,by_module,321,by_module_321
1,20,0.06666666666666667,0.9801783944499505,THCA,by_module,321,by_module_321
2,32,0.13333333333333333,0.9682854311199207,THCA,by_module,321,by_module_321
3,44,0.2,0.956392467789891,THCA,by_module,321,by_module_321
4,63,0.26666666666666666,0.9375619425173439,THCA,by_module,321,by_module_321
5,179,0.3333333333333333,0.8225966303270564,THCA,by_module,321,by_module_321
6,357,0.4,0.6461843409316155,THCA,by_module,321,by_module_321
7,447,0.4666666666666667,0.5569871159563924,THCA,by_module,321,by_module_321
8,468,0.5333333333333333,0.5361744301288405,THCA,by_module,321,by_module_321
9,522,0.6,0.48265609514370666,THCA,by_module,321,by_module_321
10,544,0.6666666666666666,0.46085232903865214,THCA,by_module,321,by_module_321
11,688,0.7333333333333333,0.31813676907829536,THCA,by_module,321,by_module_321
12,747,0.8,0.25966303270564917,THCA,by_module,321,by_module_321
13,826,0.8666666666666667,0.18136769078295345,THCA,by_module,321,by_module_321
14,876,0.9333333333333333,0.13181367690782952,THCA,by_module,321,by_module_321
15,1009,1,0,THCA,by_module,321,by_module_321
0,0,0,1,UCEC,by_module,321,by_module_321
1,32,0.06666666666666667,0.9602484472049689,UCEC,by_module,321,by_module_321
2,55,0.13333333333333333,0.9316770186335404,UCEC,by_module,321,by_module_321
3,93,0.2,0.884472049689441,UCEC,by_module,321,by_module_321
4,114,0.26666666666666666,0.8583850931677018,UCEC,by_module,321,by_module_321
5,196,0.3333333333333333,0.7565217391304347,UCEC,by_module,321,by_module_321
6,216,0.4,0.7316770186335404,UCEC,by_module,321,by_module_321
7,274,0.4666666666666667,0.6596273291925465,UCEC,by_module,321,by_module_321
8,286,0.5333333333333333,0.6447204968944099,UCEC,by_module,321,by_module_321
9,312,0.6,0.6124223602484472,UCEC,by_module,321,by_module_321
10,337,0.6666666666666666,0.5813664596273291,UCEC,by_module,321,by_module_321
11,355,0.7333333333333333,0.5590062111801242,UCEC,by_module,321,by_module_321
12,392,0.8,0.5130434782608695,UCEC,by_module,321,by_module_321
13,606,0.8666666666666667,0.24720496894409938,UCEC,by_module,321,by_module_321
14,671,0.9333333333333333,0.1664596273291925,UCEC,by_module,321,by_module_321
15,805,1,0,UCEC,by_module,321,by_module_321
0,0,0,1,BRCA,by_module,231,by_module_231
1,24,0.06666666666666667,0.9594594594594594,BRCA,by_module,231,by_module_231
2,43,0.13333333333333333,0.9273648648648649,BRCA,by_module,231,by_module_231
3,106,0.2,0.8209459459459459,BRCA,by_module,231,by_module_231
4,181,0.26666666666666666,0.6942567567567568,BRCA,by_module,231,by_module_231
5,217,0.3333333333333333,0.6334459459459459,BRCA,by_module,231,by_module_231
6,253,0.4,0.5726351351351351,BRCA,by_module,231,by_module_231
7,339,0.4666666666666667,0.4273648648648649,BRCA,by_module,231,by_module_231
8,395,0.5333333333333333,0.3327702702702703,BRCA,by_module,231,by_module_231
9,415,0.6,0.2989864864864865,BRCA,by_module,231,by_module_231
10,430,0.6666666666666666,0.2736486486486487,BRCA,by_module,231,by_module_231
11,464,0.7333333333333333,0.21621621621621623,BRCA,by_module,231,by_module_231
12,493,0.8,0.16722972972972971,BRCA,by_module,231,by_module_231
13,516,0.8666666666666667,0.1283783783783784,BRCA,by_module,231,by_module_231
14,557,0.9333333333333333,0.0591216216216216,BRCA,by_module,231,by_module_231
15,592,1,0,BRCA,by_module,231,by_module_231
0,0,0,1,COAD,by_module,231,by_module_231
1,37,0.06666666666666667,0.9580022701475596,COAD,by_module,231,by_module_231
2,69,0.13333333333333333,0.9216799091940976,COAD,by_module,231,by_module_231
3,87,0.2,0.9012485811577753,COAD,by_module,231,by_module_231
4,111,0.26666666666666666,0.8740068104426788,COAD,by_module,231,by_module_231
5,141,0.3333333333333333,0.8399545970488081,COAD,by_module,231,by_module_231
6,151,0.4,0.8286038592508513,COAD,by_module,231,by_module_231
7,183,0.4666666666666667,0.7922814982973894,COAD,by_module,231,by_module_231
8,222,0.5333333333333333,0.7480136208853576,COAD,by_module,231,by_module_231
9,290,0.6,0.6708286038592508,COAD,by_module,231,by_module_231
10,492,0.6666666666666666,0.44154370034052215,COAD,by_module,231,by_module_231
11,534,0.7333333333333333,0.39387060158910325,COAD,by_module,231,by_module_231
12,650,0.8,0.2622020431328036,COAD,by_module,231,by_module_231
13,705,0.8666666666666667,0.19977298524404086,COAD,by_module,231,by_module_231
14,816,0.9333333333333333,0.07377979568671966,COAD,by_module,231,by_module_231
15,881,1,0,COAD,by_module,231,by_module_231
0,0,0,1,HNSC,by_module,231,by_module_231
1,30,0.06666666666666667,0.96309963099631,HNSC,by_module,231,by_module_231
2,40,0.13333333333333333,0.95079950799508,HNSC,by_module,231,by_module_231
3,62,0.2,0.923739237392374,HNSC,by_module,231,by_module_231
4,136,0.26666666666666666,0.8327183271832719,HNSC,by_module,231,by_module_231
5,203,0.3333333333333333,0.7503075030750308,HNSC,by_module,231,by_module_231
6,288,0.4,0.6457564575645757,HNSC,by_module,231,by_module_231
7,397,0.4666666666666667,0.5116851168511685,HNSC,by_module,231,by_module_231
8,468,0.5333333333333333,0.42435424354243545,HNSC,by_module,231,by_module_231
9,508,0.6,0.3751537515375154,HNSC,by_module,231,by_module_231
10,580,0.6666666666666666,0.2865928659286593,HNSC,by_module,231,by_module_231
11,627,0.7333333333333333,0.22878228782287824,HNSC,by_module,231,by_module_231
12,726,0.8,0.1070110701107011,HNSC,by_module,231,by_module_231
13,793,0.8666666666666667,0.024600246002460024,HNSC,by_module,231,by_module_231
14,804,0.9333333333333333,0.011070110701106972,HNSC,by_module,231,by_module_231
15,813,1,0,HNSC,by_module,231,by_module_231
0,0,0,1,KIRC,by_module,231,by_module_231
1,30,0.06666666666666667,0.9687174139728885,KIRC,by_module,231,by_module_231
2,85,0.13333333333333333,0.9113660062565172,KIRC,by_module,231,by_module_231
3,133,0.2,0.8613138686131387,KIRC,by_module,231,by_module_231
4,173,0.26666666666666666,0.8196037539103233,KIRC,by_module,231,by_module_231
5,243,0.3333333333333333,0.7466110531803962,KIRC,by_module,231,by_module_231
6,263,0.4,0.7257559958289885,KIRC,by_module,231,by_module_231
7,365,0.4666666666666667,0.6193952033368092,KIRC,by_module,231,by_module_231
8,374,0.5333333333333333,0.6100104275286757,KIRC,by_module,231,by_module_231
9,396,0.6,0.5870698644421273,KIRC,by_module,231,by_module_231
10,456,0.6666666666666666,0.5245046923879041,KIRC,by_module,231,by_module_231
11,473,0.7333333333333333,0.5067778936392076,KIRC,by_module,231,by_module_231
12,546,0.8,0.43065693430656937,KIRC,by_module,231,by_module_231
13,670,0.8666666666666667,0.30135557872784147,KIRC,by_module,231,by_module_231
14,901,0.9333333333333333,0.060479666319082415,KIRC,by_module,231,by_module_231
15,959,1,0,KIRC,by_module,231,by_module_231
0,0,0,1,KIRP,by_module,231,by_module_231
1,2,0.06666666666666667,0.998093422306959,KIRP,by_module,231,by_module_231
2,10,0.13333333333333333,0.990467111534795,KIRP,by_module,231,by_module_231
3,29,0.2,0.9723546234509056,KIRP,by_module,231,by_module_231
4,94,0.26666666666666666,0.9103908484270734,KIRP,by_module,231,by_module_231
5,112,0.3333333333333333,0.8932316491897044,KIRP,by_module,231,by_module_231
6,185,0.4,0.8236415633937083,KIRP,by_module,231,by_module_231
7,389,0.4666666666666667,0.6291706387035272,KIRP,by_module,231,by_module_231
8,400,0.5333333333333333,0.6186844613918017,KIRP,by_module,231,by_module_231
9,423,0.6,0.5967588179218304,KIRP,by_module,231,by_module_231
10,472,0.6666666666666666,0.550047664442326,KIRP,by_module,231,by_module_231
11,533,0.7333333333333333,0.49189704480457574,KIRP,by_module,231,by_module_231
12,623,0.8,0.4061010486177312,KIRP,by_module,231,by_module_231
13,732,0.8666666666666667,0.30219256434699715,KIRP,by_module,231,by_module_231
14,872,0.9333333333333333,0.16873212583412778,KIRP,by_module,231,by_module_231
15,1049,1,0,KIRP,by_module,231,by_module_231
0,0,0,1,LIHC,by_module,231,by_module_231
1,18,0.06666666666666667,0.9778869778869779,LIHC,by_module,231,by_module_231
2,46,0.13333333333333333,0.9434889434889435,LIHC,by_module,231,by_module_231
3,102,0.2,0.8746928746928747,LIHC,by_module,231,by_module_231
4,196,0.26666666666666666,0.7592137592137592,LIHC,by_module,231,by_module_231
5,232,0.3333333333333333,0.714987714987715,LIHC,by_module,231,by_module_231
6,261,0.4,0.6793611793611793,LIHC,by_module,231,by_module_231
7,275,0.4666666666666667,0.6621621621621622,LIHC,by_module,231,by_module_231
8,353,0.5333333333333333,0.5663390663390664,LIHC,by_module,231,by_module_231
9,404,0.6,0.5036855036855037,LIHC,by_module,231,by_module_231
10,451,0.6666666666666666,0.44594594594594594,LIHC,by_module,231,by_module_231
11,536,0.7333333333333333,0.3415233415233415,LIHC,by_module,231,by_module_231
12,629,0.8,0.2272727272727273,LIHC,by_module,231,by_module_231
13,685,0.8666666666666667,0.15847665847665848,LIHC,by_module,231,by_module_231
