"row","col","similarity","cancer"
"HSPE1","CLPP",0.625,"KIRP"
"SPG7","CLPP",0.17636684303351,"KIRP"
"HSPA9","DNAJA3",0.58695652173913,"KIRP"
"HSPD1","DNAJA3",0.631790744466801,"KIRP"
"HSPE1","DNAJA3",0.192364170337739,"KIRP"
"SPG7","DNAJA3",0.124031007751938,"KIRP"
"CLPP","DNAJA3",0.14962962962963,"KIRP"
"HSPA9","LONP1",0.305816135084428,"KIRP"
"HSPD1","LONP1",0.346080305927342,"KIRP"
"HSPE1","LONP1",0.421370967741935,"KIRP"
"SPG7","LONP1",0.0976909413854352,"KIRP"
"CLPP","LONP1",0.473568281938326,"KIRP"
"DNAJA3","LONP1",0.30990990990991,"KIRP"
"HSPA9","TRAP1",0.560460652591171,"KIRP"
"HSPD1","TRAP1",0.622529644268775,"KIRP"
"HSPE1","TRAP1",0.219584569732938,"KIRP"
"SPG7","TRAP1",0.143079315707621,"KIRP"
"CLPP","TRAP1",0.178410794602699,"KIRP"
"DNAJA3","TRAP1",0.834782608695652,"KIRP"
"LONP1","TRAP1",0.330324909747292,"KIRP"
"HSPA9","YME1L1",0.437100213219616,"KIRP"
"HSPD1","YME1L1",0.33203125,"KIRP"
"HSPE1","YME1L1",0.0286144578313253,"KIRP"
"SPG7","YME1L1",0.0067567567567568,"KIRP"
"CLPP","YME1L1",0.00465838509316774,"KIRP"
"DNAJA3","YME1L1",0.353166986564299,"KIRP"
"LONP1","YME1L1",0.0736086175942549,"KIRP"
"TRAP1","YME1L1",0.302367941712204,"KIRP"
"HSPA9","CLPX",0.59493670886076,"KIRP"
"HSPD1","CLPX",0.460803059273423,"KIRP"
"HSPE1","CLPX",0.0774647887323945,"KIRP"
"SPG7","CLPX",0.0303951367781156,"KIRP"
"CLPP","CLPX",0.0459110473457677,"KIRP"
"DNAJA3","CLPX",0.522243713733075,"KIRP"
"LONP1","CLPX",0.158432708688245,"KIRP"
"TRAP1","CLPX",0.462385321100917,"KIRP"
"YME1L1","CLPX",0.632754342431762,"KIRP"
"HSPA9","AFG3L2",0.663385826771654,"KIRP"
"HSPD1","AFG3L2",0.57962962962963,"KIRP"
"HSPE1","AFG3L2",0.163487738419619,"KIRP"
"SPG7","AFG3L2",0.0848656294200848,"KIRP"
"CLPP","AFG3L2",0.123626373626374,"KIRP"
"DNAJA3","AFG3L2",0.704280155642023,"KIRP"
"LONP1","AFG3L2",0.256535947712418,"KIRP"
"TRAP1","AFG3L2",0.659176029962547,"KIRP"
"YME1L1","AFG3L2",0.436538461538462,"KIRP"
"CLPX","AFG3L2",0.674747474747475,"KIRP"
"HSPA9","HTRA2",0.133671742808799,"KIRP"
"HSPD1","HTRA2",0.195767195767196,"KIRP"
"HSPE1","HTRA2",0.203900709219858,"KIRP"
"SPG7","HTRA2",0.312638580931264,"KIRP"
"CLPP","HTRA2",0.156474820143885,"KIRP"
"DNAJA3","HTRA2",0.258527827648115,"KIRP"
"LONP1","HTRA2",0.135755258126195,"KIRP"
"TRAP1","HTRA2",0.292727272727273,"KIRP"
"YME1L1","HTRA2",0.0792452830188679,"KIRP"
"CLPX","HTRA2",0.15547703180212,"KIRP"
"AFG3L2","HTRA2",0.222039473684211,"KIRP"
"HSPA9","DNAJC19",0.112115732368897,"KIRP"
"HSPD1","DNAJC19",0.138939670932358,"KIRP"
"HSPE1","DNAJC19",0.350649350649351,"KIRP"
"SPG7","DNAJC19",0.135306553911205,"KIRP"
"CLPP","DNAJC19",0.227557411273486,"KIRP"
"DNAJA3","DNAJC19",0.102389078498294,"KIRP"
"LONP1","DNAJC19",0.134736842105263,"KIRP"
"TRAP1","DNAJC19",0.0988274706867672,"KIRP"
"YME1L1","DNAJC19",0.031936127744511,"KIRP"
"CLPX","DNAJC19",0.077338129496403,"KIRP"
"AFG3L2","DNAJC19",0.122349102773246,"KIRP"
"HTRA2","DNAJC19",0.127472527472527,"KIRP"
"HSPA9","GRPEL2",0.279545454545455,"KIRP"
"HSPD1","GRPEL2",0.22008547008547,"KIRP"
"HSPE1","GRPEL2",0.036231884057971,"KIRP"
"SPG7","GRPEL2",0.00414078674948237,"KIRP"
"CLPP","GRPEL2",0.00751879699248126,"KIRP"
"DNAJA3","GRPEL2",0.178571428571428,"KIRP"
"LONP1","GRPEL2",0.0252631578947369,"KIRP"
"TRAP1","GRPEL2",0.146110056925996,"KIRP"
"YME1L1","GRPEL2",0.466876971608833,"KIRP"
"CLPX","GRPEL2",0.334146341463415,"KIRP"
"AFG3L2","GRPEL2",0.2421875,"KIRP"
"HTRA2","GRPEL2",0.0429864253393666,"KIRP"
"DNAJC19","GRPEL2",0.0600522193211488,"KIRP"
"HSPA9","HSCB",0.00290275761973868,"KIRP"
"HSPD1","HSCB",0.0145137880986937,"KIRP"
"HSPE1","HSCB",0.361867704280156,"KIRP"
"SPG7","HSCB",0.353200883002208,"KIRP"
"CLPP","HSCB",0.394957983193277,"KIRP"
"DNAJA3","HSCB",0.0183356840620593,"KIRP"
"LONP1","HSCB",0.134686346863469,"KIRP"
"TRAP1","HSCB",0.0266479663394109,"KIRP"
"YME1L1","HSCB",0,"KIRP"
"CLPX","HSCB",0.00297176820208023,"KIRP"
"AFG3L2","HSCB",0.0105820105820106,"KIRP"
"HTRA2","HSCB",0.13926499032882,"KIRP"
"DNAJC19","HSCB",0.256470588235294,"KIRP"
"GRPEL2","HSCB",0.00836820083682022,"KIRP"
"HSPA9","HSPD1",0.11731843575419,"LIHC"
"HSPA9","HSPE1",0.0231660231660231,"LIHC"
"HSPD1","HSPE1",0.184818481848185,"LIHC"
"HSPA9","SPG7",0.0133333333333334,"LIHC"
"HSPD1","SPG7",0,"LIHC"
"HSPE1","SPG7",0.0129310344827587,"LIHC"
"HSPA9","CLPP",0,"LIHC"
"HSPD1","CLPP",0.0196078431372549,"LIHC"
"HSPE1","CLPP",0.36101083032491,"LIHC"
"SPG7","CLPP",0.010752688172043,"LIHC"
"HSPA9","DNAJA3",0.202453987730061,"LIHC"
"HSPD1","DNAJA3",0.150793650793651,"LIHC"
"HSPE1","DNAJA3",0.00282485875706218,"LIHC"
"SPG7","DNAJA3",0.0440251572327044,"LIHC"
"CLPP","DNAJA3",0,"LIHC"
"HSPA9","LONP1",0.0222222222222223,"LIHC"
"HSPD1","LONP1",0.021978021978022,"LIHC"
"HSPE1","LONP1",0.059071729957806,"LIHC"
"SPG7","LONP1",0.0163934426229508,"LIHC"
"CLPP","LONP1",0.108695652173913,"LIHC"
"DNAJA3","LONP1",0.0224719101123596,"LIHC"
"HSPA9","TRAP1",0.24031007751938,"LIHC"
"HSPD1","TRAP1",0.186915887850467,"LIHC"
"HSPE1","TRAP1",0.0126984126984127,"LIHC"
"SPG7","TRAP1",0.0317460317460317,"LIHC"
"CLPP","TRAP1",0,"LIHC"
"DNAJA3","TRAP1",0.479289940828402,"LIHC"
"LONP1","TRAP1",0.00689655172413794,"LIHC"
"HSPA9","YME1L1",0.114942528735632,"LIHC"
"HSPD1","YME1L1",0.237942122186495,"LIHC"
"HSPE1","YME1L1",0.0180995475113123,"LIHC"
"SPG7","YME1L1",0.0116279069767442,"LIHC"
"CLPP","YME1L1",0,"LIHC"
"DNAJA3","YME1L1",0.26578073089701,"LIHC"
"LONP1","YME1L1",0,"LIHC"
"TRAP1","YME1L1",0.219081272084806,"LIHC"
"HSPA9","CLPX",0.102040816326531,"LIHC"
"HSPD1","CLPX",0.0402684563758389,"LIHC"
"HSPE1","CLPX",0,"LIHC"
"SPG7","CLPX",0.0108695652173912,"LIHC"
"CLPP","CLPX",0,"LIHC"
"DNAJA3","CLPX",0.285714285714286,"LIHC"
"LONP1","CLPX",0,"LIHC"
"TRAP1","CLPX",0.205357142857143,"LIHC"
"YME1L1","CLPX",0.179411764705882,"LIHC"
"HSPA9","AFG3L2",0.182741116751269,"LIHC"
"HSPD1","AFG3L2",0.176258992805755,"LIHC"
"HSPE1","AFG3L2",0.00255754475703318,"LIHC"
"SPG7","AFG3L2",0,"LIHC"
"CLPP","AFG3L2",0,"LIHC"
"DNAJA3","AFG3L2",0.323770491803279,"LIHC"
"LONP1","AFG3L2",0.00921658986175111,"LIHC"
"TRAP1","AFG3L2",0.298642533936652,"LIHC"
"YME1L1","AFG3L2",0.536764705882353,"LIHC"
"CLPX","AFG3L2",0.251824817518248,"LIHC"
"HSPA9","HTRA2",0.046099290780142,"LIHC"
"HSPD1","HTRA2",0.364912280701754,"LIHC"
"HSPE1","HTRA2",0.167095115681234,"LIHC"
"SPG7","HTRA2",0.00378787878787878,"LIHC"
"CLPP","HTRA2",0.0598958333333334,"LIHC"
"DNAJA3","HTRA2",0.125730994152047,"LIHC"
"LONP1","HTRA2",0.0144404332129965,"LIHC"
"TRAP1","HTRA2",0.148026315789474,"LIHC"
"YME1L1","HTRA2",0.276595744680851,"LIHC"
"CLPX","HTRA2",0.0305343511450381,"LIHC"
"AFG3L2","HTRA2",0.182072829131653,"LIHC"
"HSPA9","DNAJC19",0.00934579439252325,"LIHC"
"HSPD1","DNAJC19",0.0253807106598986,"LIHC"
"HSPE1","DNAJC19",0.0113636363636364,"LIHC"
"SPG7","DNAJC19",0,"LIHC"
"CLPP","DNAJC19",0.0138248847926267,"LIHC"
"DNAJA3","DNAJC19",0.0153846153846153,"LIHC"
"LONP1","DNAJC19",0,"LIHC"
"TRAP1","DNAJC19",0.00621118012422361,"LIHC"
"YME1L1","DNAJC19",0.0103448275862069,"LIHC"
"CLPX","DNAJC19",0.058252427184466,"LIHC"
"AFG3L2","DNAJC19",0.0129310344827587,"LIHC"
"HTRA2","DNAJC19",0.0384615384615385,"LIHC"
"HSPA9","GRPEL2",0.0836236933797909,"LIHC"
"HSPD1","GRPEL2",0.363636363636364,"LIHC"
"HSPE1","GRPEL2",0.143552311435523,"LIHC"
"SPG7","GRPEL2",0.00716845878136196,"LIHC"
"CLPP","GRPEL2",0.019277108433735,"LIHC"
"DNAJA3","GRPEL2",0.123249299719888,"LIHC"
"LONP1","GRPEL2",0.0136518771331059,"LIHC"
"TRAP1","GRPEL2",0.0993975903614459,"LIHC"
"YME1L1","GRPEL2",0.385474860335196,"LIHC"
"CLPX","GRPEL2",0.0395061728395062,"LIHC"
"AFG3L2","GRPEL2",0.230337078651685,"LIHC"
"HTRA2","GRPEL2",0.479289940828402,"LIHC"
"DNAJC19","GRPEL2",0.0162337662337663,"LIHC"
"HSPA9","HSCB",0,"LIHC"
"HSPD1","HSCB",0.0188679245283019,"LIHC"
"HSPE1","HSCB",0.356275303643725,"LIHC"
"SPG7","HSCB",0.00689655172413794,"LIHC"
"CLPP","HSCB",0.447236180904523,"LIHC"
"DNAJA3","HSCB",0,"LIHC"
"LONP1","HSCB",0.0588235294117647,"LIHC"
"TRAP1","HSCB",0,"LIHC"
"YME1L1","HSCB",0,"LIHC"
"CLPX","HSCB",0,"LIHC"
"AFG3L2","HSCB",0,"LIHC"
"HTRA2","HSCB",0.064139941690962,"LIHC"
"DNAJC19","HSCB",0.0229885057471264,"LIHC"
"GRPEL2","HSCB",0.0353260869565217,"LIHC"
"HSPA9","HSPD1",0.18141592920354,"LUAD"
"HSPA9","HSPE1",0.0813953488372093,"LUAD"
"HSPD1","HSPE1",0.439024390243902,"LUAD"
"HSPA9","SPG7",0.00657894736842102,"LUAD"
"HSPD1","SPG7",0.00645161290322582,"LUAD"
"HSPE1","SPG7",0.00724637681159424,"LUAD"
"HSPA9","CLPP",0.0104712041884816,"LUAD"
"HSPD1","CLPP",0.0797546012269938,"LUAD"
"HSPE1","CLPP",0.228494623655914,"LUAD"
"SPG7","CLPP",0.00847457627118653,"LUAD"
"HSPA9","DNAJA3",0.0642201834862386,"LUAD"
"HSPD1","DNAJA3",0.0826771653543307,"LUAD"
"HSPE1","DNAJA3",0.12094395280236,"LUAD"
"SPG7","DNAJA3",0.0387096774193548,"LUAD"
"CLPP","DNAJA3",0.0923913043478262,"LUAD"
"HSPA9","LONP1",0.0403225806451613,"LUAD"
"HSPD1","LONP1",0.0746268656716418,"LUAD"
"HSPE1","LONP1",0.0679347826086956,"LUAD"
"SPG7","LONP1",0.16,"LUAD"
"CLPP","LONP1",0.144385026737968,"LUAD"
"DNAJA3","LONP1",0.096,"LUAD"
"HSPA9","TRAP1",0.135135135135135,"LUAD"
"HSPD1","TRAP1",0.126482213438735,"LUAD"
"HSPE1","TRAP1",0.123919308357349,"LUAD"
"SPG7","TRAP1",0.062111801242236,"LUAD"
"CLPP","TRAP1",0.0445544554455446,"LUAD"
"DNAJA3","TRAP1",0.410526315789474,"LUAD"
"LONP1","TRAP1",0.185483870967742,"LUAD"
"HSPA9","YME1L1",0.11965811965812,"LUAD"
"HSPD1","YME1L1",0.234042553191489,"LUAD"
"HSPE1","YME1L1",0.0675675675675675,"LUAD"
"SPG7","YME1L1",0,"LUAD"
"CLPP","YME1L1",0,"LUAD"
"DNAJA3","YME1L1",0.00724637681159424,"LUAD"
"LONP1","YME1L1",0.00662251655629142,"LUAD"
"TRAP1","YME1L1",0.0275862068965518,"LUAD"
"HSPA9","CLPX",0.0581395348837209,"LUAD"
"HSPD1","CLPX",0.0460251046025104,"LUAD"
"HSPE1","CLPX",0.0113960113960114,"LUAD"
"SPG7","CLPX",0,"LUAD"
"CLPP","CLPX",0,"LUAD"
"DNAJA3","CLPX",0,"LUAD"
"LONP1","CLPX",0,"LUAD"
"TRAP1","CLPX",0.0380952380952381,"LUAD"
"YME1L1","CLPX",0.2,"LUAD"
"HSPA9","AFG3L2",0.0933333333333333,"LUAD"
"HSPD1","AFG3L2",0.0711111111111111,"LUAD"
"HSPE1","AFG3L2",0.00874635568513127,"LUAD"
"SPG7","AFG3L2",0,"LUAD"
"CLPP","AFG3L2",0,"LUAD"
"DNAJA3","AFG3L2",0,"LUAD"
"LONP1","AFG3L2",0.00980392156862742,"LUAD"
"TRAP1","AFG3L2",0.0309278350515464,"LUAD"
"YME1L1","AFG3L2",0.179775280898876,"LUAD"
"CLPX","AFG3L2",0.140350877192982,"LUAD"
"HSPA9","HTRA2",0.0271739130434782,"LUAD"
"HSPD1","HTRA2",0.195876288659794,"LUAD"
"HSPE1","HTRA2",0.28328611898017,"LUAD"
"SPG7","HTRA2",0.0308370044052864,"LUAD"
"CLPP","HTRA2",0.268518518518518,"LUAD"
"DNAJA3","HTRA2",0.145348837209302,"LUAD"
"LONP1","HTRA2",0.147540983606557,"LUAD"
"TRAP1","HTRA2",0.106951871657754,"LUAD"
"YME1L1","HTRA2",0.014354066985646,"LUAD"
"CLPX","HTRA2",0,"LUAD"
"AFG3L2","HTRA2",0,"LUAD"
"HSPA9","DNAJC19",0.0194174757281553,"LUAD"
"HSPD1","DNAJC19",0.0645161290322581,"LUAD"
"HSPE1","DNAJC19",0.091715976331361,"LUAD"
"SPG7","DNAJC19",0,"LUAD"
"CLPP","DNAJC19",0.021505376344086,"LUAD"
"DNAJA3","DNAJC19",0.0180180180180181,"LUAD"
"LONP1","DNAJC19",0,"LUAD"
"TRAP1","DNAJC19",0.00819672131147542,"LUAD"
"YME1L1","DNAJC19",0.0491803278688525,"LUAD"
"CLPX","DNAJC19",0.0232558139534883,"LUAD"
"AFG3L2","DNAJC19",0.0128205128205128,"LUAD"
"HTRA2","DNAJC19",0.0391061452513968,"LUAD"
"HSPA9","GRPEL2",0.166666666666667,"LUAD"
"HSPD1","GRPEL2",0.147321428571429,"LUAD"
"HSPE1","GRPEL2",0.0647058823529413,"LUAD"
"SPG7","GRPEL2",0,"LUAD"
"CLPP","GRPEL2",0,"LUAD"
"DNAJA3","GRPEL2",0,"LUAD"
"LONP1","GRPEL2",0.00847457627118653,"LUAD"
"TRAP1","GRPEL2",0.0175438596491229,"LUAD"
"YME1L1","GRPEL2",0.247422680412371,"LUAD"
"CLPX","GRPEL2",0.0384615384615385,"LUAD"
"AFG3L2","GRPEL2",0.0909090909090909,"LUAD"
"HTRA2","GRPEL2",0.0228571428571428,"LUAD"
"DNAJC19","GRPEL2",0.0919540229885056,"LUAD"
"HSPA9","HSCB",0,"LUAD"
"HSPD1","HSCB",0.067741935483871,"LUAD"
"HSPE1","HSCB",0.249283667621777,"LUAD"
"SPG7","HSCB",0,"LUAD"
"CLPP","HSCB",0.278606965174129,"LUAD"
"DNAJA3","HSCB",0.0227272727272727,"LUAD"
"LONP1","HSCB",0.026595744680851,"LUAD"
"TRAP1","HSCB",0.00529100529100535,"LUAD"
"YME1L1","HSCB",0,"LUAD"
"CLPX","HSCB",0,"LUAD"
"AFG3L2","HSCB",0,"LUAD"
"HTRA2","HSCB",0.13963963963964,"LUAD"
"DNAJC19","HSCB",0.0180722891566265,"LUAD"
"GRPEL2","HSCB",0,"LUAD"
"HSPA9","HSPD1",0.335526315789474,"LUSC"
"HSPA9","HSPE1",0.107382550335571,"LUSC"
"HSPD1","HSPE1",0.325657894736842,"LUSC"
"HSPA9","SPG7",0.00800000000000012,"LUSC"
"HSPD1","SPG7",0,"LUSC"
"HSPE1","SPG7",0,"LUSC"
"HSPA9","CLPP",0.0617283950617283,"LUSC"
"HSPD1","CLPP",0.123853211009174,"LUSC"
"HSPE1","CLPP",0.2,"LUSC"
"SPG7","CLPP",0.00598802395209574,"LUSC"
"HSPA9","DNAJA3",0.132867132867133,"LUSC"
"HSPD1","DNAJA3",0.186868686868687,"LUSC"
"HSPE1","DNAJA3",0.190789473684211,"LUSC"
"SPG7","DNAJA3",0.00636942675159224,"LUSC"
"CLPP","DNAJA3",0.159090909090909,"LUSC"
"HSPA9","LONP1",0.0442477876106194,"LUSC"
"HSPD1","LONP1",0.0380434782608695,"LUSC"
"HSPE1","LONP1",0.00632911392405067,"LUSC"
"SPG7","LONP1",0.0363636363636364,"LUSC"
"CLPP","LONP1",0.142857142857143,"LUSC"
"DNAJA3","LONP1",0.0273972602739727,"LUSC"
"HSPA9","TRAP1",0.248062015503876,"LUSC"
"HSPD1","TRAP1",0.352601156069364,"LUSC"
"HSPE1","TRAP1",0.164516129032258,"LUSC"
"SPG7","TRAP1",0.00641025641025639,"LUSC"
"CLPP","TRAP1",0.127777777777778,"LUSC"
"DNAJA3","TRAP1",0.34965034965035,"LUSC"
"LONP1","TRAP1",0.0567375886524824,"LUSC"
"HSPA9","YME1L1",0,"LUSC"
"HSPD1","YME1L1",0.0138888888888888,"LUSC"
"HSPE1","YME1L1",0.0148698884758365,"LUSC"
"SPG7","YME1L1",0,"LUSC"
"CLPP","YME1L1",0,"LUSC"
"DNAJA3","YME1L1",0,"LUSC"
"LONP1","YME1L1",0,"LUSC"
"TRAP1","YME1L1",0.00970873786407778,"LUSC"
"HSPA9","CLPX",0.0499999999999999,"LUSC"
"HSPD1","CLPX",0.0194805194805194,"LUSC"
"HSPE1","CLPX",0.0252707581227436,"LUSC"
"SPG7","CLPX",0,"LUSC"
"CLPP","CLPX",0.024390243902439,"LUSC"
"DNAJA3","CLPX",0.0357142857142857,"LUSC"
"LONP1","CLPX",0.0140845070422536,"LUSC"
"TRAP1","CLPX",0.0267857142857143,"LUSC"
"YME1L1","CLPX",0,"LUSC"
"HSPA9","AFG3L2",0.282828282828283,"LUSC"
"HSPD1","AFG3L2",0.197604790419162,"LUSC"
"HSPE1","AFG3L2",0.0447284345047922,"LUSC"
"SPG7","AFG3L2",0,"LUSC"
"CLPP","AFG3L2",0.069620253164557,"LUSC"
"DNAJA3","AFG3L2",0.104166666666667,"LUSC"
"LONP1","AFG3L2",0.138613861386139,"LUSC"
"TRAP1","AFG3L2",0.224806201550388,"LUSC"
"YME1L1","AFG3L2",0,"LUSC"
"CLPX","AFG3L2",0.0384615384615385,"LUSC"
"HSPA9","HTRA2",0.0535714285714285,"LUSC"
"HSPD1","HTRA2",0.143712574850299,"LUSC"
"HSPE1","HTRA2",0.119718309859155,"LUSC"
"SPG7","HTRA2",0.00884955752212391,"LUSC"
"CLPP","HTRA2",0.111111111111111,"LUSC"
"DNAJA3","HTRA2",0.0869565217391304,"LUSC"
"LONP1","HTRA2",0.00952380952380949,"LUSC"
"TRAP1","HTRA2",0.0955882352941176,"LUSC"
"YME1L1","HTRA2",0,"LUSC"
"CLPX","HTRA2",0,"LUSC"
"AFG3L2","HTRA2",0.0360360360360361,"LUSC"
"HSPA9","DNAJC19",0.10958904109589,"LUSC"
"HSPD1","DNAJC19",0.252365930599369,"LUSC"
"HSPE1","DNAJC19",0.443526170798898,"LUSC"
"SPG7","DNAJC19",0.00628930817610063,"LUSC"
"CLPP","DNAJC19",0.240677966101695,"LUSC"
"DNAJA3","DNAJC19",0.198653198653199,"LUSC"
"LONP1","DNAJC19",0.0612244897959184,"LUSC"
"TRAP1","DNAJC19",0.156351791530945,"LUSC"
"YME1L1","DNAJC19",0.00375939849624063,"LUSC"
"CLPX","DNAJC19",0.033457249070632,"LUSC"
"AFG3L2","DNAJC19",0.134275618374558,"LUSC"
"HTRA2","DNAJC19",0.130434782608696,"LUSC"
"HSPA9","GRPEL2",0.185430463576159,"LUSC"
"HSPD1","GRPEL2",0.217391304347826,"LUSC"
"HSPE1","GRPEL2",0.293515358361775,"LUSC"
"SPG7","GRPEL2",0,"LUSC"
"CLPP","GRPEL2",0.110552763819095,"LUSC"
"DNAJA3","GRPEL2",0.205714285714286,"LUSC"
"LONP1","GRPEL2",0,"LUSC"
"TRAP1","GRPEL2",0.117021276595745,"LUSC"
"YME1L1","GRPEL2",0,"LUSC"
"CLPX","GRPEL2",0.0390624999999999,"LUSC"
"AFG3L2","GRPEL2",0.0538922155688623,"LUSC"
"HTRA2","GRPEL2",0.0915032679738562,"LUSC"
"DNAJC19","GRPEL2",0.268707482993197,"LUSC"
"HSPA9","HSCB",0.00769230769230766,"LUSC"
"HSPD1","HSCB",0.0461538461538461,"LUSC"
"HSPE1","HSCB",0.149305555555556,"LUSC"
"SPG7","HSCB",0.00793650793650791,"LUSC"
"CLPP","HSCB",0.138157894736842,"LUSC"
"DNAJA3","HSCB",0.0866666666666667,"LUSC"
"LONP1","HSCB",0.0170940170940171,"LUSC"
"TRAP1","HSCB",0.0188679245283019,"LUSC"
"YME1L1","HSCB",0,"LUSC"
"CLPX","HSCB",0.011904761904762,"LUSC"
"AFG3L2","HSCB",0,"LUSC"
"HTRA2","HSCB",0.11214953271028,"LUSC"
"DNAJC19","HSCB",0.124567474048443,"LUSC"
"GRPEL2","HSCB",0.0650887573964497,"LUSC"
"HSPA9","HSPD1",0.544169611307421,"PRAD"
"HSPA9","HSPE1",0.0754352030947776,"PRAD"
"HSPD1","HSPE1",0.151315789473684,"PRAD"
"HSPA9","SPG7",0,"PRAD"
"HSPD1","SPG7",0,"PRAD"
"HSPE1","SPG7",0.0831295843520783,"PRAD"
